song_writer,song_name,lyrics,song_link
High School Musical,Bop to the Top,"I believe in dreamin' Shootin' for the stars Baby, to be number one You've got to raise the bar Kicking and a scratchin' Grindin' out my best Anything it takes to climb The ladder of success Work our tails off every day Gotta bump the competition, blow them all away Caliente! Suave! Yeah, we're gonna bop, bop, bop, bop to the top Slip and slide and ride that rhythm Jump and hop, hop till we drop And start again Zip, zap, zop, pop like a mop Scoot around the corner Move it to the groove till the music stops Do the bop, bop, bop to the top Don't ever stop Bop to the top Gimme gimme, shimmy shimmy Shake some booty and turn around Flash a smile in their direction Show some muscle Do the hustle Yeah, we're gonna bop, bop, bop, bop to the top Wipe away your inhibitions Stump, stump, stump, do the rump And strut your stuff Bop, bop, bop straight to the top Goin' for the glory We'll keep steppin' up and we just won't stop (Stop) Till we reach the top Bop to the top",http://www.disneyclips.com/lyrics/bop-to-the-top.html
High School Musical,Breaking Free,"We're soarin', flyin' There's not a star in heaven that we can't reach If we're tryin', so we're breakin' free You know the world can see us In a way that's different than who we are Creating space between us, till we're seperate hearts But your faith, it gives me strength Strength to believe We're breakin' free We're soarin', flyin' There's not a star in heaven that we can't reach If we're tryin', yeah, we're breakin' free Oh, we're breakin' free Can you feel it building Like a wave the ocean just can't control Connected by a feelin', ooh, in our very souls (Very souls, ooh) Rising till it lifts us up, so everyone can see We're breakin' free We're soarin', flyin' There's not a star in heaven that we can't reach If we're tryin', yeah, we're breakin' free Oh, we're breakin' free Runnin', climbin' To get to the place to be all that we can be Now's the time So we're breakin' free (We're breakin' free) More than hope, more than faith This is truth, this is fate And together we see it coming More than you, more than me Not a want, but a need Both of us, breaking free! Soarin', flyin' There's not a star in heaven that we can't reach If we're tryin', yeah, we're breakin' free (Breaking free) We're runnin', ooh climbin' To get to the place to be all that we can be Now's the time (Now's the time) So we're breakin' free (Oh, we're breakin' free) You know the world can see us In a way that's different than who we are",http://www.disneyclips.com/lyrics/breaking-free.html
High School Musical,Getcha Head in the Game,"Coach said to fake right and break left Watch out for the pick and keep an eye on defence Gotta run the give and go, take the ball to the hole And don't be afraid to shoot the outside J Uh, just keep your head in the game Uh, just keep your head in the game And don't be afraid to shoot the outside J Uh, just keep your head in the game You gotta getcha, getcha head in the game We gotta get-a, get-a, get-a, get ahead in the game You gotta getcha, getcha head in the game We gotta get-a, get-a, get-a, get ahead in the game Come on! Getcha, getcha head in the game We gotta get-a, get-a, get-a, get ahead in the game You gotta getcha (get-a), getcha (get-a) head in the game We gotta get-a, get-a, get-a, get ahead in the game Let's make sure that we get the rebound 'Cause when we get it, then the crowd will go wild A second chance, gotta grab it and go Maybe this time we'll hit the right notes Wait a minute - not the time and place Wait a minute - get my head in the game Wait a minute - get my head in the game Wait a minute (getcha head in the game) Wait a minute I gotta get my, get my head in the game You gotta getcha, getcha, getcha, getcha head in the game I gotta get my, get my head in the game You gotta getcha, getcha, getcha, getcha head in the game Come on! Get my, get my head in the game You gotta getcha, getcha, getcha, getcha head in the game I gotta get my (getcha), get my (getcha) head in the game You gotta getcha, getcha, getcha, getcha head in the game Why am I feeling so wrong? My head's in the game But my heart's in the song She makes this feel so right I gotta get my, get my head in the game You gotta getcha, getcha, getcha, getcha head in the game I gotta get my, get my head in the game You gotta getcha, getcha, getcha, getcha head in the game Come on! Get my, get my head in the game You gotta getcha, getcha, getcha, getcha head in the game I gotta get my (getcha), get my (getcha) head in the game You gotta getcha, getcha, getcha, getcha head in the game",http://www.disneyclips.com/lyrics/getcha-head-in-the-game.html
High School Musical,I Can't Take My Eyes off of You,"You never know what you're gonna feel, oh You never see it comin'; suddenly it's real Oh, never even crossed my mind, no That I would ever end up here tonight, oh All things change When you don't expect them to, yeah, oh No one knows What the future's gonna do I never even noticed That you've been there all along I can't take my eyes off of you, oh I know you feel the same way too, yeah I can't take my eyes off of you All it took was one look For a dream come true Yeah, yeah, yeah, yeah, oh Yeah, we got a good thing goin' on Oh, right here is right where we belong You never really know what you might find Now all I see is you and I You're everything I never knew That I've been looking for I can't take my eyes off of you I know you feel the same way too, yeah I can't take my eyes off of you All it took was one look For a dream come true Can't take my eyes off of you Oh, oh, oh, yeah (oh, oh, oh) So let the music play Can't take my eyes off of you Yeah, the feeling's getting stronger And I never ever felt this way Alright, I see everything In your eyes, oh Alright, something's happening 'Cause everyone's around But you're the only one I see I can't take my eyes off of you, oh I know you feel the same way too, yeah I can't take my eyes off of you All it took was one look For a dream come true I can't take my eyes off of you, oh, oh Feelings like I never knew (I never knew, never knew) I can't take my eyes off of you (I can't take my eyes) From the start, got my heart Yeah, you do Can't take my eyes off of you!",http://www.disneyclips.com/lyrics/i-cant-take-my-eyes-off-of-you.html
High School Musical,Start of Something New,"[Troy:] Living in my own world Didn't understand That anything can happen When you take a chance [Gabriella:] I never believed in What I couldn't see I never opened my heart To all the possibilities, ooh [Both:] I know [Gabriella:] That something has changed [Both:] Never felt this way [Gabriella:] And right here tonight [Both:] This could be the Start of something new [Gabriella:] It feels so right [Both:] To be here with you, oh And now, looking in your eyes [Gabriella:] I feel in my heart [Troy:] I feel in my heart [Both:] The start of something new [Troy:] Oh, yeah [Troy:] Now who'd have ever thought that [Both:] We'd both be here tonight [Gabriella:] And the world looks so much brighter [Troy:] Brighter, brighter [Gabriella:] Oh, with you by my side [Troy:] By my side [Both:] I know That something has changed Never felt this way I know it for real This could be the Start of something new It feels so right To be here with you, oh And now, looking in your eyes I feel in my heart [Gabriella:] The start of something new [Troy:] I never knew that it could happen Till it happened to me Oh, yeah [Both:] I didn't know it before But now it's easy to see, oh It's the Start of something new It feels so right To be here with you, oh And now, looking in your eyes I feel in my heart That it's the Start of something new [Gabriella:] It feels so right [Troy:] So right [Both:] To be here with you, oh And now, looking in your eyes [Troy:] Looking in your eyes [Gabriella:] I feel in my heart [Troy:] Feel in my heart [Gabriella:] The start of something new [Troy:] The start of something new [Both:] The start of something new",http://www.disneyclips.com/lyrics/start-of-something-new.html
High School Musical,Stick to the Status Quo,"You can bet there's nothing but net When I am in a zone and on a roll But I've got a confession My own secret obsession And it's making me lose control Everybody gather round Not another sound No, no, no, no No, no, no Stick to the stuff you know If you want to be cool, follow one simple rule Don't mess with the flow, no, no Stick to the status quo Look at me, and what do you see Intelligence beyond compare But inside I am stirring Something strange is occurring It's a secret I need to share Open up, dig way down deep Not another peep No, no, no, no No, no, no Stick to the stuff you know It is better by far to keep things as they are Don't mess with the flow, no, no Stick to the status quo Listen well, I'm ready to tell About a need that I cannot deny Dude, there's no explanation For this awesome sensation But I'm ready to let it fly Speak your mind, and you'll be heard Not another word No, no, no, no No, no, no Stick to the stuff you know If you want to be cool, follow one simple rule Don't mess with the flow, no, no Stick to the status quo Oh, no, no, no Stick to the stuff you know It is better by far to keep things as they are Don't mess with the flow, no, no Stick to the status quo This is not what I want This is not what I planned And I just gotta say I do not understand Something is really Something's not right Really wrong And we gotta get things Back where they belong We can do it! Gotta play Stick with what you know We can do it! Hip hop hooray She has got to go We can do it! Creme brulee? Keep your voice down low Not another peep No, not another word No, not another sound No Everybody quiet! No, no, no, no Stick to the stuff you know (Stick to the stuff you know) If you want to be cool, follow one simple rule Don't mess with the flow, no, no Stick to the status quo Oh, no, no, no Stick to the stuff you know (Stick to the stuff you know) It is better by far to keep things as they are Don't mess with the flow, no, no Stick to the status Stick to the status Stick to the status quo",http://www.disneyclips.com/lyrics/stick-to-the-status-quo.html
High School Musical,We're All in This Together,"Together, together, together everyone Together, together Come on, let's have some fun Together, we're there for each other every time Together, together Come on, let's do this right Here and now, it's time for celebration I finally figured out, yeah, yeah That all our dreams have no limitations That's what it's all about Come on, now! Everyone is special in their own way We make each other strong (Each other strong) We're not the same We're different in a good way Together's where we belong We're all in this together Once we know that we are We're all stars And we see that We're all in this together And it shows when we stand Hand in hand Make our dreams come true Everybody now Together, together, together everyone Together, together Come on, let's have some fun Together, we're there for each other every time Together, together Come on, let's do this right We're all here, and speaking out with one voice We're gonna rock the house (Rock the house) The party's on Now everybody make some noise Come on, scream and shout We've arrived (arrived) because we stuck together Champions one and all We're all in this together (Together) Once we know, that we are (That we are) We're all stars And we see that We're all in this together And it shows when we stand Hand in hand Make our dreams come We're all in this together (Together) When we reach, we can fly Know inside We can make it We're all in this together (Everyone) Once we see there's a chance That we have And we take it Wildcats, sing along Yeah, you really got it going on Wildcats in the house Everybody say it now Wildcats everywhere Wave your hands up in the air That's the way we do it Let's get to it Time to show the world We're all in this together Once we know that we are (That we are) We're all stars And we see that We're all in this together (Together) And it shows when we stand Hand in hand Make our dreams come true We're all in this together (All in this together) When we reach, we can fly Know inside We can make it We're all in this together (All in this together) Once we see, there's a chance That we have And we take it Wildcats, everywhere Wave your hands up in the air That's the way we do it Let's get to it Come on, everyone!",http://www.disneyclips.com/lyrics/were-all-in-this-together.html
High School Musical,What I've Been Looking For,"It's hard to believe that I couldn't see You were always there beside me Thought I was alone, with no one to hold But you were always right beside me This feeling's like no other I want you to know I've never had someone That knows me like you do The way you do I've never had someone As good for me as you No one like you So lonely before I finally found What I've been looking for So good to be seen, so good to be heard Don't have to say a word For so long I was lost, so good to be found I'm loving having you around This feeling's like no other I want you to know I've never had someone That knows me like you do The way you do I've never had someone As good for me as you No one like you So lonely before I finally found What I've been looking for Do do do, do do do do do do, woah oh oh oh Do do do do, do do do do do do, woah oh oh oh",http://www.disneyclips.com/lyrics/what-ive-been-looking-for.html
High School Musical,What I've Been Looking For (Reprise),"It's hard to believe that I couldn't see You were always there beside me Thought I was alone, with no one to hold But you were always right beside me This feeling's like no other I want you to know That I've never had someone That knows me like you do The way you do And I've never had someone As good for me as you No one like you So lonely before I finally found What I've been looking for",http://www.disneyclips.com/lyrics/what-ive-been-looking-for-reprise.html
High School Musical,When There Was Me and You,"It's funny when you find yourself looking from the outside I'm standing here but all I want is to be over there Why did I let myself believe miracles could happen? 'Cause now I have to pretend that I don't really care I thought you were my fairytale A dream when I'm not sleeping A wish upon a star that's coming true But everybody else could tell That I confused my feelings with the truth When there was me and you I swore I knew the melody that I heard you singing And when you smiled, you made me feel like I could sing along But then you went and changed the words Now my heart is empty I'm only left with used-to-be's and once upon a song Now I know you're not a fairytale And dreams were meant for sleeping And wishes on a star just don't come true 'Cause now, even I can tell That I confused my feelings with the truth Because I liked the view When there was me and you! I can't believe that I could be so blind It's like you were floating while I was falling And I didn't mind Because I liked the view I thought you felt it too When there was me and you",http://www.disneyclips.com/lyrics/when-there-was-me-and-you.html
Oliver and Company,Good Company,"You and me together we'll be Forever you'll see We two can be good company You and me Yes, together we two Together, that's you Forever with me We'll always be good company You and me Together we'll be Forever, you'll see We'll always be good company You and me Just wait and see",http://www.disneyclips.com/lyrics/lyrics24.html
Oliver and Company,Once Upon a Time in New York City,"Now it's always once upon a time In New York City It's a big old, bad old tough old town, it's true But beginnings are contagious there They're always setting stages there They're always turning pages there for you Ain't it great the way it all begins In New York City? Right away you're making time and making friends No one cares where you were yesterday If they pick you out you're on your way To a once upon a time that never ends So, Oliver, don't be shy Get out there, let go and try Believing that you're the guy They're dying to see 'Cause a dream's no crime Not once upon a time Once upon a time in New York City If it's always once upon a time In New York City Why does nightfall find you feeling so alone? How could anyone stay starry-eyed When it's raining cats and dogs outside And the rain is saying ""Now you're on your own""? So Oliver, don't be scared Though yesterday no one cared They're getting your place prepared Where you want to be Keep your dream alive Dreaming is still how the strong survive Once upon a time in New York City Keep your dream alive Dreaming is still how the strong survive Once upon a time in New York City Keep your dream alive Dreaming is still how the strong survive Once upon a time in New York City And it's always once upon a time In New York City",http://www.disneyclips.com/lyrics/lyrics115.html
Oliver and Company,Perfect Isn't Easy,"Girl, we've got work to do Pass me the paint and glue Perfect isn't easy But it's me When one knows the world is watching One does what one must Some minor adjustments, darling Not for my vanity But for humanity Each little step a pose See how the breeding shows Sometimes it's too much for even me But when all the world says yes Then who am I to say no Don't ask a mutt to strut like a show girl No, girl, ya need a pro Not a flea or a flaw Take a peek at that paw La di da da Perfection becomes me, n'est ce pas? Unrivaled, unruffled I'm beauty unleashed Yeah! Jaws drop, hearts stop So classic and classy We're not talking Lassie And ah! Ah! Oooh Though many covet my bone and bowl They're barking up the wrong tree You pretty pups all over the city I have your hearts and you have my pity Pretty is nice but still It's just pretty Perfect, my dears Is me",http://www.disneyclips.com/lyrics/lyrics77.html
Oliver and Company,Streets of Gold,"Now listen up, you've got a lot to learn And if you don't learn you don't eat But if you're tough and always use your head You'll feel right at home on the street When you've got talent everything is free Watch how we do things, ooh, I guarantee You're gonna see how the best survive We make an art out of staying alive If you do just as you're told These are streets of gold Every boulevard is a miracle mile You'll take the town and you'll take it with style If you play it brave and bold These are streets of gold To live from week to week you need technique So you practice every day The only rule is thou shalt not get caught Get what you can and then get away Remember all the places you can hide Remember we are always on your side You're gonna see how the best survive We make an art out of staying alive If you do just as you're told These are streets of gold Every boulevard is a miracle mile You'll take the town and you'll take it with style If you play it brave and bold These are streets of gold When you've got talent everything is free Watch how we do things, ooh, I guarantee You're gonna see how the best survive We make an art out of staying alive If you do just as you're told These are streets of gold Every boulevard is a miracle mile You'll take the town and you'll take it with style If you play it brave and bold These are streets of gold You're gonna see how the best survive We make an art out of staying alive If you do just as you're told These are streets of gold Every boulevard is a miracle mile You'll take the town and you'll take it with style If you play it brave and bold These are streets of gold",http://www.disneyclips.com/lyrics/lyrics116.html
Oliver and Company,Why Should I Worry,"One minute I'm in Central Park Then I'm down on Delancey Street From the Bowery to St Marks There's a syncopated beat I said whoo, whoo, whoo, whoo, whoo I'm streetwise I can improvise I said whoo, whoo, whoo, whoo, whoo I'm streetsmart I've got New York City heart Why should I worry? Why should I care? I may not have a dime But I got street savoir-faire Why should I worry? Why should I care? It's just bebopulation And I got street savoir-faire The rhythm of the city But once you get it down Then you can own this town You can wear the crown Why should I worry? Tell me, why should I care? Say I may not have a dime Oh, but I got street savoir-faire Why should I worry? Why should I care? It's just doo-bopulation And I got street savoir-faire Everything goes Everything fits They love me at the Chelsea They adore me at the Ritz Why should I worry? Why should I care? And even when I cross that line I got street savoir-faire Whoo, whoo, whoo, whoo, whoo Whoo, whoo, whoo, whoo, whoo",http://www.disneyclips.com/lyrics/lyrics91.html
The Rescuers,Rescue Aid Society,"R-E-S-C-U-E Rescue Aid Society Heads held high, touch the sky You mean everything to me In a fix, in a bind Call on us anytime We'll appear from nowhere Mighty are we R-E-S-C-U-E Rescue Aid Society Honesty, loyalty We pledge to thee R-E-S-C-U-E Rescue Aid Society Heads held high, touch the sky You mean everything to me In a jam, in a scrape And you think, no escape Do not fear, we'll be here Courageous are we R-E-S-C-U-E Rescue Aid Society Heads held high, touch the sky Our hearts we pledge to thee",http://www.disneyclips.com/lyrics/lyrics80.html
The Rescuers,Someone's Waiting For You,"Be brave, little one Make a wish for each sad little tear Hold your head up, though no one is near Someone's waiting for you Don't cry, little one There'll be a smile where a frown used to be You'll be part of the love that you see Someone's waiting for you  Always keep a little prayer in your pocket And you're sure to see the light Soon there'll be joy and happiness And your little world will be bright Have faith, little one Till your hopes and your wishes come true You must try to be brave, little one Someone's waiting to love you",http://www.disneyclips.com/lyrics/lyrics26.html
The Rescuers,The Journey,"Who will rescue me Who will rescue me Who will rescue me I'm lost at sea without a friend This journey, will it ever end Who will rescue me Rescue me Rescue me",http://www.disneyclips.com/lyrics/lyricsres2.html
The Rescuers,Tomorrow Is Another Day,"Come along Will there be sunshine shinin'? Will we find a silver linin'? Come along Sing a song When today becomes tomorrow Will we find joy or sorrow? Sing a song Is it wrong To put all our hopes together And wish for somethin' better? Is it wrong? To be loved To face the future with another Who means more than any other Is to be loved We'll paint the grey clouds With pretty rainbow hues And we'll brush the gloom away And save it for a rainy day Rainy day Oh, today If troubles cast a shadow And shadows make the sun afraid to stay But it's okay 'Cause there'll be sunshine shinin' And we'll find a silver linin' Another day Tomorrow is another day How I hope you'll always stay",http://www.disneyclips.com/lyrics/lyricsres.html
The Rescuers,Tomorrow Is Another Day (Reprise),Tomorrow is another day How I hope you'll always stay Tomorrow is another day,http://www.disneyclips.com/lyrics/lyricsres3.html
The Sword and the Stone,A Most Befuddling Thing,"It's a state of being, a frame of mind It's a most befuddling thing And to every being of every kind It is discombooberating You're wasting time resisting You'll find the more you do The more she'll keep insisting Her him has got to be you It's a rough game anyone knows There are no rules, anything goes There's no logical explanation For this discombooberation It's a most bemuddling Most befuddling thing There's no sensible explanation For this discombooberation It's a most hodge-podgical Most illogical Most confusiling Most bamboozling Most bemuddling Most befuddling Thing!",http://www.disneyclips.com/lyrics/lyrics107.html
The Sword and the Stone,Higitus Figitus,"Higitus figitus zumba ka zing I want your attention every thing! We're packing to leave; come on let's go No, no not you; books are always first, you know Hockety pockety wockety wack Abra cabra dabra nack Shrink in size very small We've got to save enough room for all Higitus figitus migitus mum Prestidigitonium! Alica fez balaca zez Malaca mez meripides Hockety pockety wockety wack Odds and ends and bric-a-brac Dum doodly doodly doodly dum Higitus figitus migitus mum Prestidigitonium Higitus figitus migitus mum Prestidigitonium!",http://www.disneyclips.com/lyrics/lyrics105.html
The Sword and the Stone,Mad Madam Mim,"With only a touch I have the power Zim zabberim zim To wither a flower I find delight in the gruesome and grim 'Cause I'm the magnificent, marvelous Mad Madam Mim I can be huge, fill the whole house I can be tiny, small as a mouse Black sorcery is my dish of tea It comes easy to me 'Cause I'm the magnificent, marvelous Mad Madam Mim! I can be beautiful, lovely and fair Silvery voice, long purple hair La la la la, la la la la la La la la la la, la la la la la la But it's only skin deep For, zim zabberim zim I am an ugly old creep The magnificent, marvelous Mad, mad, mad, mad Madam Mim!",http://www.disneyclips.com/lyrics/lyrics106.html
The Sword and the Stone,That's What Makes the World Go Round,"Left and right Like day and night That's what makes the world go round In and out Thin and stout That's what makes the world go round For every up there is a down For every square there is a round For every high there is a low For every to there is a fro To and fro Stop and go That's what makes the world go round You must set your sights upon the heights Don't be a mediocrity Don't just wait and trust to fate And say, that's how it's meant to be It's up to you how far you go If you don't try you'll never know And so my lad as I've explained Nothing ventured, nothing gained You see my boy it's nature's way Upon the weak the strong ones prey In human life it's also true The strong will try to conquer you And that is what you must expect Unless you use your intellect Brains and brawn, weak and strong That's what makes the world go round",http://www.disneyclips.com/lyrics/lyrics108.html
The Sword and the Stone,The Sword in the Stone,A legend is sung Of when England was young And knights were brave and bold The good king had died And no one could decide Who was rightful heir To the throne It seemed that the land Would be torn by a war Or saved by a miracle Alone And that miracle appeared In London town The sword In the stone,http://www.disneyclips.com/lyrics/lyricssword.html
Winnie the Pooh,A Very Important Thing to Do,"Come one, come two, come all Everyone heed the call There's a very important thing to do Stop what you're doing and come Bumpity-bumpity-bum There's a very important thing to do It's time to gather round The work has just begun And when it's done then you'll have found That you have had some fun There's a monumentuous, consequentuous Very important thing to do",http://www.disneyclips.com/lyrics/lyricswinnie2.html
Winnie the Pooh,Everything Is Honey,"Everything is honey, everywhere I see Everything is honey, and that's quite alright with me I'm a bear of little brain, I can't explain Why everything will be changing to The favorite snack of Winnie the Pooh Can you? Everything is honey; I can't get enough of Lots and lots of pots and pots of sticky, licky stuff Oh, what a sight! Oh, what a dream! Down in the wonderful, honeyful streams Swimming in the honey, swimming far and wide Open up my mouth, and let the honey flow inside Ooey and gooey and very sweet Eat and eat, then repeat Suddenly I'm in a honey boat It doesn't matter where we float Whoa! 'Cause everywhere is honey; there's a honey Pooh He's just made of honey, so I guess I'll eat him, too If everything is honey, and I am what I eat I must be made of honey And life is very sweet!",http://www.disneyclips.com/lyrics/lyricswinnie3.html
Winnie the Pooh,It's Gonna Be Great,"[Tigger:] Gonna fix you up; by the time we're through I'll be Tigger one, you'll be Tigger two It's gonna be great It's gonna be great It's gonna be great Gonna be two pals, huntin' in the woods Gonna show that Backson we got the goods It's gonna be great It's gonna be great It's gonna be great [Eeyore:] Well, I'm not sure [Tigger:] Oh, stop that gloomy rumination All you need is a little bit of tiggerization [Eeyore:] Wait! [Tigger:] Why Wait? Don't ya see it's gonna be great? It's gonna be great It's gonna be great It's gonna be great When you learn to bounce you should take it slow So I want you to keep your bounces low It's gonna be great It's gonna be great It's gonna be great If ya hit a bush, you'll retreat, you'll fall So do your best to avoid 'em all It's gonna be great It's gonna be great It's gonna be great A perfect pounce will make ya feel alive Just go from a squat into a headlong dive You're gettin' it now It's gonna be great It's gonna be great It's gonna be great I used to be the only one But two is twice as better I'll be the Backson, you be the Tigger Gonna see whose bounce is bigger It's gonna be great It's gonna be great It's gonna be great You're gonna give me your best attack But don't just think that I won't fight back It's gonna be great It's gonna be great It's gonna be great Strike me down! Gimme all ya got! Bounce me! Trounce me! Flounce me! Pounce me! Do it! Do it! Do it! It's gonna be great It's gonna be great It's gonna be GREAT!",http://www.disneyclips.com/lyrics/lyricswinnie5.html
Winnie the Pooh,So Long," It's not complicated, or very hard to grasp But every time I see you, I laugh I won't get too sappy; I've had no epiphany I just enjoy your company You test my nerves; it makes me stronger So can you bother me a little longer? 'Cause it's been so long since I've made a friend Hate to say goodbye, goodbye And I hate to see the end, the end 'Cause it's been so long since I've made a friend like you Well, I could dot the I's And you could cross the T's 'Cause letters alone are lonely Well, I could be the blossom And you could be the bee And then I could call you honey You test my nerves; it makes me stronger So can you bother me a little longer? Hate to say goodbye, goodbye And I hate to see the end, the end 'Cause it's been so long since I've made a friend Hate to say goodbye, goodbye And I hate to see the end, the end 'Cause it's been so long since I've made a friend like you Some like to be alone, independent and on their own All alone I guess they're free, but not me Not me! Hate to say goodbye, goodbye And I hate to see the end, the end 'Cause it's been so long since I've made a friend Hate to say goodbye, goodbye And I hate to see the end, the end 'Cause it's been so long since I've made a friend like you Hate to say goodbye, goodbye And I hate to see the end, the end 'Cause it's been so long since I've made a friend like you Yes, it's been so long since I've made a friend like you Yes, it's been so long since I've made a friend like you Yes, it's been so long since I've made a friend like you",http://www.disneyclips.com/lyrics/lyricswinnie.html
Winnie the Pooh,The Backson Song,"[Owl:] It's a giant creature with a tail Here, I'll draw Piglet in for scale Its hide is like a shaggy rug Its face a surly, ugly mug With two sharp horns atop its head Between a mop of hair that's red And in its nose a ring of gold That smells of monkey's feet and mold Its toes are black Its fur is blue I swear that all I tell you is not made up The Backson! [All:] The Backson! [Owl:] The Backson! [All:] The Backson! Oh no! [Pooh:] But, Owl, what does a Backson do? [All:] Yes, Owl, what does a Backson do? [Owl:] Hmm, what does a Backson do? I'm thinking, I'm thinking, I'm thinking, I'm thinking, and now I will tell you They sneak into your library and scribble in all your books [All:] The Backson! The Backson! We don't like the Backson! [Owl:] When decorating your Christmas tree, they tangle up all the hooks [All:] The Backson! The Backson! We're afraid of the Backson! [Owl:] They spoil the milk, they stop all the clocks, they use their horns to put holes in your socks [All:] The Backson's the one who's been putting holes in our socks! [Roo:] Tell us more about what Backsons do [Tigger:] Yes, more about what Backsons do [Owl:] More about what Backsons do? Why don't we hear some thoughts from you? [Tigger:] Maybe they make ya sleep too late [Owl:] Yes, yes, that's good, that's great [Eeyore:] I bet they're the reason my tail is gone [Owl:] You're on a roll; go on, go on! [Rabbit:] They muddy up your tiny house [Piglet:] They make you feel as small as a mouse [Roo:] They break your crayons [Rabbit:] They spill your tea [Kanga:] They wake up babies at one and three [Eeyore:] They made me catch the cold I caught [Pooh:] They made me lose my train of thought [Tigger:] They swipe your stripes [Piglet:] They clog your pipes [Rabbit:] They dig up your garden [Eeyore:] They won't beg your pardon [Pooh:] They eat your snacks [Piglet:] They won't relax! [Rabbit:] They chip your tooth [Kanga:] They steal your youth [Owl:] And now you know the horrible truth [All:] The Backson! The Backson! The Backson! The Backson! Oh Noooooo! [Rabbit:] Oh, yes I know exactly what to do We'll find things Backsons are partial to [Pooh:] Like books [Kanga:] And dishes [Piglet:] And socks [Roo:] And toys [Rabbit:] Yes, everything that a Backson destroys Then we'll dig an enormous pit and make the items lead to it He'll fall in, and we'll get our friend [Owl:] And this horrible nightmare can come to an end The Backson! [All:] The Backson! [Owl:] The Backson! [All:] The Backson! [Owl:] Go home and search your closets; bring everything that you can [All:] The Backson! The Backson! We're gonna catch the Backson! [Owl:] We'll save Christopher Robin by following Rabbit's plan [All:] The Backson! The Backson! We'll save Christopher Robin! We must be brave and have no fear [Owl:] Search to the death, we'll persevere [All:] We'll search by the sun and the light of the moon, and if everything goes well We'll be back soon! [Owl:] Back soon? [All:] Back soon [Owl:] Sounds like Backson [All:] Back soon [Owl:] Oh, well, good luck everyone!",http://www.disneyclips.com/lyrics/lyricswinnie6.html
Winnie the Pooh,The Tummy Song,"A Pooh Bear takes care of his tummy He fills it with things that are sweet A Pooh Bear takes care of his tummy By never forgetting to eat When it is growly and grummy The search for the honey is on The Pooh has a knack for finding a snack Unless all the honey is gone A Pooh Bear takes care of his tummy No need for the tummy to fret A Pooh Bear takes care of his tummy He knows what his tummy must get Don't worry, my round little chummy I'm hearing your ravenous plea When there is no honey The Pooh takes the tummy Wherever the honey will be My friends are out there With honey to spare And they will take care Of my tummy and me",http://www.disneyclips.com/lyrics/lyricswinnie4.html
