,coefs,coefs_with_stopword
music,0.30327238267918666,0.37358526858733626
stood,0.30499832664312615,0.21956894661601437
territory,0.30515400656869107,0.3338969393747493
minnie,0.3055002839266311,0.2262935156198108
repeat,0.30561354000813096,0.26634703394690684
came,0.3059187565117659,0.5383463836666033
rag,0.30608854658715856,0.3770404910781514
lah,0.30627593277533827,0.36680418589817504
knight,0.30633449249586425,0.45830019418128554
tropical,0.30713968498290334,0.3515921999707277
ol,0.3074289532990562,0.5240775315402355
of,0.3082264408165991,
hour,0.30877932543814424,0.4856308447345231
dah,0.3097080147629013,0.3944575665302969
business,0.30988846579852564,0.3887875297178636
tree,0.31145787893835464,0.4385553037097554
drink,0.31162752877514516,0.36142433551999387
spend,0.3120001439817339,0.46901579985437464
goodness,0.31292680988726385,0.331441484773864
keeps,0.3135548266294176,0.2899818805472648
ain,0.3137057715343351,0.5545570024195412
bessie,0.3141675652119644,0.7738696970245416
waking,0.3146130079729963,0.1354761237155862
devil,0.31544886670295713,0.6203709500337299
gave,0.316262551182429,0.491915892618074
sunlight,0.31729129668991074,0.19553019174236513
smart,0.3174031994125441,0.28990447876813175
byah,0.3176680491934976,0.3318478980996553
eight,0.31810061656455413,
wings,0.3184774541347929,0.235580084033322
hat,0.3192485160736587,0.683110076267298
excetera,0.31930893308807096,0.39715442526022765
sleepin,0.31983231992807754,0.5054786888298506
just,0.3208220999810615,0.48158244379252946
humble,0.32105078153082345,0.3908250742356708
new,0.3211851989050969,0.12558185920243373
laurie,0.32196049535282517,0.2600809468664633
crowded,0.32223903175077245,0.269271087959271
story,0.32234591120663697,0.2535886009858537
shade,0.32301936916556373,0.4880898578314053
bill,0.32328377822445753,
so,0.3236163098478374,
necessarily,0.3236493277152961,0.408375008555569
oil,0.32371574998172525,0.4194222668335261
simply,0.323850456353461,0.5419145266667882
floor,0.32447361325195384,0.33676307181533255
sentimental,0.32527625855374664,0.2958591617371067
kind,0.32540800661594854,0.2279573062828723
raising,0.3255140303979045,0.35635767573470095
whisk,0.3260663370126339,0.38669170932298547
cabin,0.32635255946560443,0.40300701270564454
splendor,0.32784524414228844,0.16653297306633302
window,0.3281611759821744,0.339282318621607
harlem,0.3290484102376694,0.30840630495663457
royal,0.32909940796145526,0.35693910443312
yellow,0.33057870217994095,0.34905745862918935
glove,0.33136233084269096,0.19116013887448158
needin,0.33364593504060563,0.40356332435089737
fella,0.33388042132678986,0.2962261055490193
remark,0.33509730406590804,0.3713192386837376
catchy,0.3361076693705096,0.3642931664260597
broke,0.33618037400790624,0.5515313009688452
going,0.33923190191680513,0.17372031984924122
swing,0.3404782243465279,0.4097764338906593
daid,0.3409079933941867,0.28712419888017954
miss,0.34141225225963573,0.29084371927532393
oh,0.34147314897790754,0.18328057924164104
dreamed,0.34203440271138186,0.32853587021540465
great,0.34206504180485053,0.24790519081209195
sometime,0.34315027707487356,
appear,0.34471188491184546,0.44818466081779673
clap,0.3447765305220052,0.24265088542678448
cowman,0.3448117382006481,0.39041285811119847
drops,0.3453377958232906,0.4249419514097774
sang,0.3453561917318706,0.47771830920277647
breaks,0.3454692093063155,0.3810892534161535
laughter,0.34721178562902427,0.3012004859529872
thigh,0.3484867797894619,0.38468558252770646
beguine,0.3492841867693074,0.4260033029969654
couldn,0.34934856142836823,0.49411568973061826
wise,0.34937156334919306,0.21719558626781105
began,0.34953590948499996,0.3143388736346157
says,0.3500731863748266,0.4675474682961432
care,0.35054896318439766,0.7940146999701475
starlight,0.351022660599673,0.15001039422442258
anybody,0.35165739497299686,0.29223203238665013
roses,0.3516732689508156,0.5306299634289424
gentleman,0.3518861207522117,0.38293682337683593
should,0.35237907787849754,
gun,0.3533528553565156,0.5333828225993629
done,0.3536599722204339,
hush,0.3545923566543081,0.22965260507489943
write,0.35486539691723645,0.4278393817179498
gettin,0.35525349367804504,0.32319537639684665
luck,0.3563292460899953,0.2996676390075114
chair,0.3566141859121684,0.5157880142845261
babe,0.35699812075877996,0.3068697350468457
leaves,0.3574909393423642,0.23348024941625856
piano,0.3578760508926604,0.24908521410264942
meadow,0.357999610776267,0.37082574232631244
weather,0.3582818646536704,0.582723511945834
hear,0.35852762153167905,0.329769905760793
keys,0.35874189112113286,0.5063726000274538
dark,0.35942017253244235,0.05158073906262286
blowin,0.3596946745933315,0.48138136636365136
school,0.3605426680937929,0.37686961051723
supper,0.3605433704208783,0.717799615903808
next,0.36119743569671087,
honeysuckle,0.3619347744698877,0.49021190019212735
ended,0.3621944830697571,0.39207459446891946
dawn,0.3622701901046143,0.09215521160346905
earth,0.36283483711769804,0.3778405670128045
million,0.3629411917443902,0.4169072056799689
walked,0.3637323680694857,0.595404252601258
still,0.3645922975326225,
off,0.3650365819450139,
fashioned,0.3660420967086263,0.5634178271064336
buttermilk,0.3662181600713087,0.36069343347300453
majesty,0.36621898384217677,0.471842138777114
single,0.36647685740698654,0.35999727162243644
buddha,0.366769319721814,0.5115520517675646
somehow,0.36718951979378833,
place,0.36799065637066136,0.32212965497604906
town,0.36883472351256774,0.28852409703852955
had,0.36940546142472863,
regret,0.3695052412273355,0.4724246670516971
primitive,0.36958958956832594,0.3271684310102114
foggy,0.37028010287031754,0.5335172595100772
beau,0.37037521973838916,0.32387330858455504
snowflakes,0.37105775125451357,0.257550415377756
beam,0.3714388428957105,0.2613360196185082
bonnet,0.37179123060195984,0.3301786835188482
ship,0.37187794937954793,0.45125118553915583
ninetieth,0.3719280834914531,0.4398664419786997
married,0.3722682368911494,0.3845353383849725
mostes,0.37265307353720595,0.44649081656696343
again,0.3726905280237031,
cricket,0.37294426884433163,0.327064467493437
prove,0.3741212849600682,0.38144847621002825
sleigh,0.37434578453685013,0.39412674950092186
heat,0.37469635971849946,0.3752709140088889
shivering,0.3766646445137952,0.4035205448160559
chances,0.37731285168451706,0.8762693478417007
brown,0.3799413085527089,0.41797282864236796
sisters,0.38078342960095257,0.4555235799522009
waltz,0.3808019045949824,0.26009688000643233
think,0.38109026106998284,0.4273256257817576
ole,0.38140645954447805,0.3910696192081771
creep,0.382554090549627,0.4742917504305082
about,0.38416246324216985,
careful,0.3843092887196292,0.5426279207836809
joys,0.3855076444773091,0.39251316314689055
top,0.38598935100356846,
bob,0.38610887189657705,0.42747037025152557
hands,0.3863554629902967,0.5205004120308963
fence,0.38709437835153887,0.5380865071300094
sleepy,0.38716838281429417,0.4052057542620118
goin,0.38727910445498326,0.40786833569210174
fairy,0.38909014101380346,0.4105368029687744
awful,0.38952961932893626,0.43691363860655485
spread,0.3896004016448773,0.3923591932362187
goody,0.3896365852754573,0.35269443527660405
jubilee,0.39006577379162133,0.34938710677139434
saddam,0.3914145703358933,0.4327589957450626
builder,0.39368525227231976,0.5659793113287532
wild,0.39567078826629376,0.32948956783230104
sighs,0.3968292398982485,0.3913295801017074
realize,0.3976718744183975,0.2331432678073095
tom,0.3989218622146809,0.48043393682834695
kissing,0.4009273928023451,0.35731049693611383
ev,0.40102164735840207,0.5017835030843832
geese,0.4017910193623232,0.30498630957210304
because,0.40228506593175706,
tune,0.4042298079619852,0.7293799375068689
they,0.40445515106745344,
lover,0.40752674091219987,0.5368031212798917
bugler,0.40840595221807374,0.47766138557187404
avenue,0.4089143089686648,0.45554788124588613
johnny,0.40893305887328646,0.5830470203009661
mercer,0.4091045012816273,0.4325906117734385
neath,0.41049573003710005,0.7107376168355338
weeping,0.41311616773018744,0.4611365696175075
mis,0.41314313490335486,0.43973089545827393
chalk,0.41333067476366614,0.32098235322788427
livin,0.4159637965580206,0.2744189370612911
those,0.41627294828472416,
feelin,0.4162999403314149,0.40649815058922306
book,0.4186454043078127,0.8646856292493912
across,0.41872717860449626,
comin,0.4187298531377718,0.5217895632511024
slap,0.4188579038590609,0.5032120384563505
ding,0.4189069210448838,0.4508239839296282
academy,0.419100246852282,0.445961045554293
shufflin,0.41947084116289035,0.3503291176422518
recall,0.42045922791966917,0.3708150603532011
broadway,0.42104318539839014,0.39032097460739773
begin,0.42222077968035343,0.5738396506074953
fallin,0.42361579767601765,0.5845248758316569
fringe,0.4247739113824996,0.5276636126409532
cross,0.42501546225868186,0.6135923075987221
happened,0.4260622120804131,0.544155022396408
resistance,0.426208388843575,0.58250729669169
cup,0.4292224471009859,0.488612154588543
hotel,0.42954468689344016,0.529796718823448
cheek,0.42970849550363543,0.45873673495359557
fun,0.4311030365842544,0.4255877872087228
gone,0.4311832164072615,0.15999144694504808
break,0.4313153015764307,0.6378436840510244
parade,0.4321696376908163,0.5181073699282553
feet,0.4330240129586765,0.44550137138914997
shadows,0.43310194012975795,0.33023855524006224
years,0.4335469425879164,0.4514560063302746
basket,0.4346225979639366,0.4941235071965396
winter,0.4348357820493186,0.476168406357396
loves,0.4348947991351106,0.41343855825698533
truckin,0.43713967971336776,0.38877875226194664
delicious,0.4373168707609746,0.33666210577974576
leader,0.44189918275003204,0.47060177454592883
onto,0.4441614543408027,
lullaby,0.4445766342731663,0.46021142133077175
marvelous,0.4466544371634761,0.5701202594266566
between,0.4481594524315996,
long,0.4494295822242887,0.9252792242160481
willow,0.45079533044865394,0.499573691243524
riverboat,0.4516025191596912,0.4698173231825536
party,0.45243419386758255,0.4842132610141786
two,0.4527181552817175,
dropped,0.45440752923574507,0.49029875403944884
hon,0.45925354995128276,0.40214845184078024
hang,0.46020492348151576,0.5457624818663304
many,0.4603502193222678,
why,0.4615468556086561,
nobody,0.46442283657085504,
an,0.46569497024361495,
gosh,0.46714413932249316,0.5293041862760703
est,0.4687827901632804,0.48347009775248584
daddy,0.4687981250674596,0.49856953698396755
beale,0.4705221558468659,0.4584301967623349
corner,0.4712167400609607,0.603336234033387
troubles,0.4724137093118145,0.42760154417343643
hooray,0.47359208054373647,0.5193088119212487
laughed,0.4736341257466397,0.742856406813752
getting,0.4745415854805111,0.6945076773163965
rhythm,0.4759961540447345,0.7340528724926243
favour,0.4774584033970711,0.45047706649049946
surrey,0.477870650305312,0.5936215642210723
hostess,0.47912538026212187,0.5740596213003816
too,0.4823306971247657,
got,0.4825887929075313,0.4229461077495452
goodnight,0.4837727089135888,0.3970448438074712
indiana,0.484672945896484,0.6305485293039069
sheep,0.48542069894956047,0.4925175229061442
western,0.48638464342929383,0.5654583408397287
army,0.4866762109656694,0.38994614163635555
gal,0.48760555906197245,0.5860184112310954
bet,0.48848156134198906,0.5207226201270249
casanova,0.4909318542503661,0.4562819525949326
spoken,0.49231223178076555,0.7273189930658136
strike,0.49310404199240876,0.3809383908994781
meet,0.49339734604106106,0.5933749601711132
depths,0.49590411132193746,0.586488589304933
spring,0.5003720473274106,0.6158002635734571
anything,0.5016381401417022,
eternity,0.5019993848061677,0.6472397449026621
er,0.5072105548151227,0.5812833468586538
bad,0.5099652610181955,0.37068311216421335
lets,0.511065775191476,0.5773702531054782
travelin,0.5112060953607618,0.6251644978773818
fry,0.5142086781012125,0.749944638642698
tears,0.5153207726329575,0.3594113392612456
yonder,0.5153664392500608,0.5787773060748744
lady,0.5180946685143829,0.27894849398159166
belongs,0.520128672669816,0.6580032384969926
summer,0.5226272064288535,0.5692021325353547
thing,0.5289690858618261,0.6469737876789992
christmases,0.5296246913068902,0.6428798219778397
verse,0.5308535595551773,0.661349760336746
hallelujah,0.5336507879424608,0.38903062212925865
thrill,0.5337198774787313,0.5775399594034271
tender,0.5352450640171724,0.5057395746629769
honey,0.5356823387363528,0.5511926544434887
moonlight,0.5399017006683339,0.7481251969140919
lord,0.5431354579638761,0.699756819036111
pity,0.5440769629765492,0.47472761189997814
gather,0.5445761306342064,0.5742808490285897
farmer,0.5457568644753636,0.641455120671543
if,0.5464366138445537,
soon,0.5482987756225361,0.4866198711747236
wave,0.5490697889251994,0.5820466852099186
lovin,0.5582055554078472,0.4400876821045248
arms,0.5593445134153076,0.5220471388752397
dead,0.5607853863049116,0.5204734322103667
charm,0.5621366192677947,0.658806463694376
room,0.563512088932224,0.5803389523917546
before,0.5657277765127816,
singin,0.568058656346056,0.6112167568520964
seek,0.5686417249626445,0.5573217949334586
sioux,0.570648558135096,0.6775010703254172
bangkok,0.5710940215280873,0.6223900580361617
its,0.5732347572698373,
lips,0.5742807683582682,0.7737783716224087
bee,0.5749918040430093,0.6198182180971041
mischief,0.5755088290990942,0.6320416713272384
mister,0.5767921043611081,0.6714473868774798
nearness,0.5803276326278284,0.6859696908792183
shuffle,0.5806318103481743,0.6040508440918546
rainbow,0.5815066339083061,0.6912953113561112
beginner,0.58527149601857,0.37211478234739154
dle,0.590507966610193,0.6610893757408016
keepin,0.5907067766568772,0.6559170461260566
how,0.5921227214177402,
jud,0.5965889884398268,0.5024673480403142
ry,0.598816826681399,0.7416617176393627
near,0.6007304881119798,0.9804498594282797
shoes,0.6022884849073142,0.6484441303621125
lonesome,0.6037983841688838,0.6948317410311696
indian,0.6065808049599585,0.5716317393672454
mind,0.6066272212329504,0.8134777450309473
storm,0.6082759478990032,0.700374780454345
meadowlark,0.6193477025524554,0.6519998149625735
people,0.6205798141658109,0.36932655697186273
wicked,0.6301805099248939,0.7072918871551443
cares,0.6324744550715987,0.394607484710458
certain,0.6348302150104144,0.7692016272791409
used,0.6371377714065269,0.8015233958439087
orleans,0.6406804443793872,0.6241005334277951
tellin,0.6410077607071469,0.6674498752695511
walk,0.6410612770579468,0.5061385524765709
jingle,0.6413244380092246,0.6609894922597486
call,0.6436993988214721,
kiss,0.644653624254317,0.6697898203634216
black,0.6448219282036678,0.553606657299942
evening,0.6462020708531666,0.7117321141420361
georgia,0.6484416029576038,0.7055887751204821
tiger,0.6508850324104902,0.871594176527624
blue,0.6560304769215759,1.2112871516801031
indians,0.6606294094155969,0.5497282378742114
ooh,0.6624710028796872,0.6258093916856733
told,0.662552631817214,0.6557743487912648
romance,0.6643240932802913,0.5108198160985084
chillun,0.6705352077499434,0.7053731346086851
piccolino,0.6722153387410192,0.7285863328521194
fall,0.675425374180688,0.786194366235611
cotton,0.6767471387341637,0.3753321911596882
melody,0.6768344178323832,0.879805370808941
waitin,0.678288850689115,0.6525444815913521
annie,0.6788917251952487,0.6144825682230388
above,0.6801898189076195,
smarty,0.688199009271004,0.7435686199771845
sigh,0.6883785805259478,0.7185589283844718
cool,0.6902059191882081,0.5586524451552946
blossom,0.695171582525298,0.5594172994553046
hollywood,0.6954931217445613,0.7953763829462355
easter,0.6967096032393076,0.7528024019836893
candy,0.6989512536562221,0.7394878608452333
gee,0.7053702203266832,0.9316194640988262
dong,0.7127311909487616,0.7772925523741097
fight,0.7138732229047102,0.832987165601367
with,0.7163292729073171,
where,0.7227465977715879,
rah,0.7247625608897711,0.7007133525189064
said,0.736898172349409,0.9619392315542747
frank,0.7440507164561108,0.8185950151756707
loved,0.7447488274900553,0.8244815073519891
alone,0.7482694841084984,
me,0.7500719466598049,
tired,0.7600419660514058,0.8227303859044984
such,0.76426393654241,
thoes,0.7693942467093983,0.8721420730126215
lovers,0.7709276947924819,0.6635681638436932
floy,0.7714795480413513,0.8059163239563057
rain,0.7754312256476338,0.9110691758976165
swell,0.7760298750531991,0.7563735854684606
low,0.7787212941553429,0.7079963759404624
over,0.7794292196576889,
at,0.7834779496302967,
blues,0.7872348056690675,0.654641975977037
folks,0.7893139280903734,0.7771025730553003
coffee,0.7959721880101289,0.8148118360340877
magnifique,0.7995916020010474,0.8278331391292512
misbehave,0.8104190838062292,0.7617073454097057
sweet,0.8113522043578194,0.7860737774524811
you,0.8114693337010465,
baa,0.8168043189742781,0.6812806396470663
did,0.8197583758515152,0.8244852525894484
daba,0.8241677538093561,0.7609913062580796
heaven,0.8274974913092525,0.8734394606103387
emily,0.8315286587426182,0.9037929560435013
away,0.848550907762077,0.8047866446514578
smile,0.851333343890312,0.7898607741231387
band,0.8540978116740168,0.9200366560015829
somebody,0.8634254475399296,0.8123048905290063
high,0.8847537279488618,0.9842516593198998
any,0.8873924428229445,
tell,0.9009697972583851,1.0872087765477814
happy,0.9089749631337765,0.9326758477574097
easy,0.9212151417748342,1.4099035082493352
to,0.9326468269037538,
woman,0.9330022483192293,0.9514923266309748
met,0.9353450271004939,1.129629363090406
doin,0.9360781825300521,0.7873913617023907
as,0.963081105249293,
joe,0.9654699606074724,1.0181077946057706
money,0.9947967686453807,0.9623565172555266
moon,0.9988378849817781,1.0687375233831977
afraid,0.9990205792886888,1.1955631925220342
dance,0.9996307393612442,0.8319586843531215
from,1.0199340331043507,
while,1.0369931535629406,
dear,1.1203267328122075,1.1905700094848934
but,1.1288447483342883,
she,1.1325147676945464,
may,1.1463527108059655,
my,1.1475838771556512,
night,1.150757887484934,1.521041262905936
say,1.172162410212365,1.5505321702085473
by,1.189393860292814,
when,1.2182163161664916,
day,1.2233014472125996,0.95022592007118
shall,1.2293620811023533,0.7940539605023513
that,1.2295101480025135,
white,1.265954503117059,1.3263964329167997
old,1.3072680817549673,1.2719981785887784
then,1.3156542141737821,
love,1.3169749411778997,1.303904938906795
man,1.3799695967886108,1.0486060670558355
was,1.4500713555463298,
baby,1.6123218649296498,1.4008919177198083
mancub,,-0.3588981873120213
alice,,-0.32897864461781123
prestidigitonium,,-0.3287636814219501
migitus,,-0.3287636814219501
merrier,,-0.30774582128704814
sword,,-0.2575205890289826
extra,,-0.2523310113645255
awaken,,-0.23828693382169283
missing,,-0.22318446218391344
distort,,-0.22145727657346365
michael,,-0.2184408414914135
kristoff,,-0.21583841009918334
cap,,-0.21078970529388347
seize,,-0.2099047542416904
throne,,-0.2080644504845996
thrilling,,-0.20776657868693166
kun,,-0.19659444099898074
partying,,-0.19388921513047658
bringing,,-0.19263699596111314
deserve,,-0.19157346600063435
sturdy,,-0.19149835551809646
brigades,,-0.18511730722433684
restless,,-0.1845617884634599
swirling,,-0.18376132571670312
perfection,,-0.18294606192400936
stump,,-0.18135438742395943
takin,,-0.17823068010611048
sewing,,-0.17760156518889003
toujours,,-0.16679662892191832
pas,,-0.1629980119864795
festival,,-0.1618770109920628
expect,,-0.15759713568721945
amazed,,-0.15342834111587372
awesome,,-0.14651098887384684
surprise,,-0.1458027645455292
knack,,-0.1386082435832623
hurts,,-0.1378723194354438
kitty,,-0.13142345616924958
flaws,,-0.1307108071945934
stupid,,-0.13007020633410876
tasted,,-0.12998293481595247
reward,,-0.12728611934053044
animals,,-0.12564385896122504
meat,,-0.12512455813737142
float,,-0.12441906061203745
winked,,-0.12397316181485751
torn,,-0.12272125574720395
wreck,,-0.12116794340413922
fairest,,-0.11880910576327312
tenderly,,-0.11749804170140761
misunderstood,,-0.11687672782976355
als,,-0.11530758370504168
ooit,,-0.11530758370504168
aarde,,-0.11530758370504168
ok,,-0.11375424087944044
extreme,,-0.1114427003318391
assets,,-0.1070885860199785
violence,,-0.10642733137208077
prepare,,-0.10641529096420933
parents,,-0.10268311677314974
subjects,,-0.09632682284654011
dude,,-0.09174496575280502
feast,,-0.0908261516233261
serenade,,-0.0903496544795015
hunt,,-0.08975061961054553
prickly,,-0.08948854294349907
idol,,-0.08909132139641997
knit,,-0.08840787043602533
stroll,,-0.08748212336977707
accept,,-0.08023359834659367
prisoner,,-0.08010201030386353
drumming,,-0.07843518114911509
dearest,,-0.07835184770390394
aan,,-0.0768717224700278
livelong,,-0.07589520997367465
swim,,-0.07364957207139194
surely,,-0.07358577040088568
dizzy,,-0.07125024461203461
penguin,,-0.07121212851630404
suggest,,-0.06803641182293729
peek,,-0.06489812899467057
eeyore,,-0.0625558122975521
ladder,,-0.06252702928311234
pat,,-0.06139264884731015
lizwe,,-0.05940165518150301
passar,,-0.059316535761341334
kekata,,-0.05778573631638437
pace,,-0.04956639533070946
sensitive,,-0.04644101848799612
fiddle,,-0.04583055729097672
orchestra,,-0.045145680923932965
passion,,-0.041740831523559396
strolling,,-0.03767870695856389
attitude,,-0.036886512148688294
vill,,-0.0340134164812613
dashing,,-0.03150371586691147
entrance,,-0.026558053285732644
atrocious,,-0.024120408548712675
precocious,,-0.024120408548712675
et,,-0.023218244089345086
explode,,-0.022337114408767608
dry,,-0.018845135089165396
dishes,,-0.016895594743020034
attraction,,-0.016655594524275258
angry,,-0.016483112204112638
lair,,-0.01605236704847928
lads,,-0.01605236704847928
mice,,-0.015298818355190459
fold,,-0.014785442405339872
account,,-0.009023268019360783
supreme,,-0.0034553453832125575
disgusting,,-0.00231561844710744
ralds,,0.0
pane,,0.0
august,,0.0
ach,,0.0
wined,,0.0
knockin,,0.0
au,,0.00025022000058054494
prayers,,0.0018183907777954908
winner,,0.0026430814667468203
pats,,0.004879111719120005
brothers,,0.008304105665019691
senses,,0.011262092202056428
brow,,0.011438541372282231
rallies,,0.014424382600581862
stubborn,,0.015738870883587726
modern,,0.017303878953678936
animal,,0.017867264661964026
fabulous,,0.02056334989589141
kitchen,,0.021569820937642238
privilege,,0.022362655873477133
winning,,0.02274078836531386
dancin,,0.02781209270149452
repeating,,0.028952896204213097
rails,,0.029785627387523952
preferred,,0.03081848944934853
deceive,,0.031163587031909426
ram,,0.0341919668777249
touched,,0.03419507155036689
drowned,,0.03582132230339666
swingin,,0.03671890039203918
lambs,,0.03767464058742556
map,,0.03775596393443573
rascal,,0.03918827058628934
ignoring,,0.039536832699139705
sews,,0.04305125384464325
saint,,0.04888687756780868
peter,,0.049407453221142345
declare,,0.05119413018884454
pastime,,0.054542047333154084
loon,,0.055008783674519564
valley,,0.055008783674519564
prefer,,0.056848602271228746
pep,,0.05861053314499288
active,,0.05904763187336484
attractive,,0.05904763187336484
kindergarten,,0.059805864823412144
bu,,0.05980888255627732
hur,,0.05980888255627732
damned,,0.05993882434352052
sails,,0.06051900628570358
tcha,,0.06143551153055221
minor,,0.06203548741412601
astor,,0.07321499238211106
preachin,,0.07740692466937606
husbands,,0.07890225733323053
eliminate,,0.08071994333761148
flown,,0.08152970030734735
ed,,0.08444748839778177
seventeen,,0.0848641835696739
killed,,0.08615826445947727
browns,,0.08615826445947727
professor,,0.08994702745630266
mark,,0.0917092437793955
pebble,,0.09476636627921954
subject,,0.09941833146047113
pole,,0.10175558649246973
passengers,,0.1026183492463659
football,,0.10730411305752881
vigor,,0.10905614367007048
knot,,0.11261926662262486
rye,,0.11369260638769771
hurrying,,0.11624726915056761
illustrate,,0.11753179239349061
march,,0.11754327333700193
marble,,0.11974885309035357
perish,,0.12007882710964243
kinds,,0.12126857457252396
folk,,0.12393753445293898
precisely,,0.12405067886667051
actually,,0.1278970355388423
marched,,0.13138375359729493
pandemonium,,0.14281623145805442
minimum,,0.14281623145805442
hussein,,0.14425299858168752
doctor,,0.14600195182266645
stud,,0.1468612763728621
lines,,0.147552510181787
prayin,,0.14783245303800147
racket,,0.15209398419831086
skirt,,0.15218141308392313
killing,,0.15881351773345095
winkin,,0.16254070960232875
knife,,0.16441443149068943
radio,,0.16801798188448297
kissin,,0.16812608443272917
kindly,,0.16850768658382892
axe,,0.1729321783996441
pup,,0.17506344222185014
tempting,,0.1765794974950886
tenor,,0.17892500738304545
faded,,0.19174150107375593
lace,,0.1934160792362793
puttin,,0.20241979461061016
peckin,,0.20488616557389944
keers,,0.20562497777562563
puzzle,,0.2057081232482505
visit,,0.20974058109242985
tchu,,0.20977914572241743
ac,,0.20977914572241743
marie,,0.21192156955852387
zoom,,0.23049370948751818
perfume,,0.24043540208223657
peck,,0.24356247363431302
atill,,0.25221941172156276
drove,,0.2537476173692597
pale,,0.2602291616353982
alternate,,0.2642169549669151
linger,,0.26431711357010357
peepers,,0.2645015872228876
fields,,0.28479290511937005
strumming,,0.3080884897549062
moonshine,,0.38027118166973656
telephone,,0.39628143625383977
lingers,,0.41807891668140856
strutters,,0.49192632276865084
