song_writer,song_name,lyrics,song_link,american_songbook,disney_renaissance
Cole Porter,Begin The Beguine Lyrics,"
                    When they begin the beguine
It brings back the sound of music so tender
It brings back a night of tropical splendor
It brings back a memory ever green
I'm with you once more under the stars
And down by the shore an orchestra's playing
And even the palms seem to be swaying
When they begin the beguine
To live it again is past all endeavor
Except when that tune clutches my heart
And there we are, swearing to love forever
And promising never, never to part
What moments divine, what rapture serene
The clouds came along to disperse the joys we had tasted
And now when I hear people curse the chance that was wasted
I know but too well what they mean
So don't let them begin the beguine
Let the love that was once a fire remain an ember
Let it sleep like the dead desire I only remember
When they begin the beguine
O yes, let them begin the beguine, make them play
Till the stars that were there before return above you
Till you whisper to me once more: ""Darling, I love you!""
And we suddenly know what heaven we're in
When they begin the beguine                ",https://www.lyricsfreak.com/c/cole+porter//c/cole+porter/begin+the+beguine_20153583.html,1,0
Cole Porter,"Blow, Gabriel, Blow Lyrics","
                    Brothers and sisters, we are here tonight to fight the devil.
Do you hear that playin'?
Yes I hear that playin'.
Do you know who's playin'?
No who is that playin'?
Why it's Gabriel, Gabriel playin',
Gabriel, Gabriel saying,
Will you be ready to go when I blow my horn?
(Refrain)
Oh blow, Gabriel blow,
Go an' blow, Gabriel blow,
I've been a sinner', I've been a skank
And now I'm willin' to trim my lamp
So blow, Gabriel blow.
I've been low, Gabriel low,
Mighty low, Gabriel low,
But now since I have seen the light
I'm good by day and I'm good by night
So blow, Gabriel blow.
[Verse:]
Once I was headed for hell,
Once I was headed for hell,
But when I got to Satan's door,
I heard you blowin' on your horn once more
So I said ""Satan, farewell.""
And now I'm all ready to fly,
Just to fly higher and higher,
'cause I've been through brimstone,
And I've been through the fire,
And I've perched my soul,
And my heart too,
So climb up the mountain top and start to
Blow, Gabriel blow,
Go on an' blow, Gabriel blow,
I want to join your happy band,
And play all day in the promised land
So blow, Gabriel blow.
Come on you scamps, get up you sinners,
You're all too full of expensive dinners,
Stand up on your lazy feet and sing!
(Refrain)
[Verse:]
(Refrain)                ",https://www.lyricsfreak.com/c/cole+porter//c/cole+porter/blow+gabriel+blow_20157407.html,1,0
Cole Porter,Broadway Rhythm Lyrics,"
                    Gotta dance! Gotta dance! Gotta dance! Gotta dance !
Broadway rhythm It's got me Everybody dance!
Broadway rhythm It's got me Everybody dance!
Out on the gay white way in each merry cafe
Orchestras play, taking your breath away
(With a ) Broadway rhythm   
It's got me everybody sing and dance!

Oh that Broadway rhythm oh that Broadway rhythm
When I hear that happy beat
Feel like dancing down the street
To that Broadway rhythm writhing beating rhythm

Gotta dance! Gotta dance! Gotta dance! Gotta dance !
Broadway rhythm It's got me Everybody dance!
Broadway rhythm It's got me Everybody dance!
Out on the gay white way in each merry cafe
Orchestras play, taking your breath away
(With a ) Broadway rhythm
It's got me!                ",https://www.lyricsfreak.com/c/cole+porter//c/cole+porter/broadway+rhythm_21150113.html,1,0
Cole Porter,C'est Magnifique Lyrics,"
                    When love comes in
And takes you for a spin,
Ooh-la-la-la, c'est magnifique!
when every night
Your love one holds you tight,
Ooh-la-la-la, c'est magnifique!

But when, one day,
Your ,love one drifts away,
Ooh-la-la-la, it's so tragique!
But when, once more,
He whispers ""Je t'adore!"",
C'est magnifique!

When love comes in
And takes you for a spin,
Ooh-la-la-la, c'est magnifique!
when every night
Your love one holds you tight,
Ooh-la-la-la, c'est magnifique!

But when, one day,
Your ,love one drifts away,
Ooh-la-la-la, it's so tragique!
But when, once more,
He whispers ""Je t'adore!"",
C'est magnifique!

Yes when, once more,
He whispers ""Je t'adore!"",
C'est magnifique!                ",https://www.lyricsfreak.com/c/cole+porter//c/cole+porter/cest+magnifique_21149659.html,1,0
Cole Porter,Down In The Depths (On The Ninetieth&hellip; Lyrics,"
                    Down In The Depths""
by Cole Porter
With a million neon rainbows burning below me,
And a million blazing taxis raising a roar,
Here I sit, above the town,
In my pet-paillated gown,
Down in the depths
Of the ninetieth floor.
While the crowds in all the nightclubs punish the parquet,
And the bars are packed with couples calling for more,
I'm deserted and depressed
In my regal-eagle nest,
Down in the depths
Of the ninetieth floor.
When the only one you wanted wants another,
What's the use of swank and cash in the bank galore?
Why, even the janitor's wife
Has a perfectly good love life,
And here I am, facing tomorrow,
Alone in my sorrow,
Down in the depths
Of the ninetieth floor                ",https://www.lyricsfreak.com/c/cole+porter//c/cole+porter/down+in+the+depths+on+the+ninetiethhellip_20455861.html,1,0
Cole Porter,Don't Fence Me In Lyrics,"
                    Oh, give me land, lots of land under starry skies above
Don't fence me in
Let me ride through the wide open country that I love
Don't fence me in
Let me be by myself in the evenin' breeze
And listen to the murmur of the cottonwood trees
Send me off forever but I ask you please
Don't fence me in

Just turn me loose, let me straddle my old saddle
Underneath the western skies
On my Cayuse, let me wander over yonder
Till I see the mountains rise

I want to ride to the ridge where the west commences
And gaze at the moon till I lose my senses
And I can't look at hovels and I can't stand fences
Don't fence me in

Oh, give me land, lots of land under starry skies
Don't fence me in
Let me ride through the wide country that I love
Don't fence me in
Let me be by myself in the evenin' breeze
And listen to the murmur of the cottonwood trees
Send me off forever but I ask you please
Don't fence me in

Just turn me loose, let me straddle my old saddle
Underneath the western skies
On my Cayuse, let me wander over yonder
Till I see the mountains rise
Ba boo ba ba boo

I want to ride to the ridge where the west commences
And gaze at the moon till I lose my senses
And I can't look at hobbles and I can't stand fences
Don't fence me in
No
Poppa, don't you fence me in                ",https://www.lyricsfreak.com/c/cole+porter//c/cole+porter/dont+fence+me+in_21149699.html,1,0
Cole Porter,Coffee Time Lyrics,"
                    Coffee time, my dreamy friend, it's coffee time
Let's sing this silly little rhyme
And have a cup of coffee

Java time, my happy chum, let's have a time
We'll celebrate for just a dime
And have a cup of coffee

Greetin' time, the music box is beatin' time
It's good old-fashioned meetin' time
We're in the pink, so come and clink
And let's drink a cup of coffee

Coffee time, my dreamy friend, it's coffee time
Let's sing this silly little rhyme
And have a cup of coffee

Coffee time, my dreamy friend it's coffee time
Let's sing this silly little rhyme
And have a cup of coffee
And have a cup of coffee
And have a cup of coffee                ",https://www.lyricsfreak.com/c/cole+porter//c/cole+porter/coffee+time_21150115.html,1,0
Cole Porter,Ev'ry Time We Say Goodbye Lyrics,"
                    Every time we say goodbye, I die a little
Every time we say goodbye, I wonder why a little
Why the gods above me, who must be in the know
think so little of me that they allow you go

When your near there's such an air of Spring about it
I can hear a lark somewhere begin to sing about it
There's no love song finer but how strange
The change from major to minor
Every time we say goodbye                ",https://www.lyricsfreak.com/c/cole+porter//c/cole+porter/evry+time+we+say+goodbye_21149777.html,1,0
Cole Porter,Easy To Love Lyrics,"
                    Good, good morning, so good to see you weren't just a dream of mine
Real as a raven, real as thunder, real as the sun shinin'
But still so very undefined
Can't imagine what's behind those sleepy eyes
Little stranger, don't try to hide now
You look so young when you're afraid
There is no danger, but from the devil
He may want you, but I'm in his way
You don't know how easy it is
You don't know how easy it is to love you
And come the moonrise when the dew falls
Don't be the sun that fades away
Don't leave me darkness, she's no lover, she hides the day                ",https://www.lyricsfreak.com/c/cole+porter//c/cole+porter/easy+to+love_20355129.html,1,0
Cole Porter,Find Me A Primitive Man Lyrics,"
                    Now, before this modern idea had burst
About the women and children first,
The men had much more charm than they have today.
And if only one of that type survived,
The very moment that he arrived,
I know I'd fall in love in a great big way.
I can't imagine being bad
With any Arrow collar ad,
Nor could I take the slightest joy
In waking up a college boy.
I've no desire to be alone
With Rudy Vallee's megaphone,
So when I'm saying my prayers, I say:

Find me a primitive man,
Built on a primitive plan.
Someone with vigor and vim.
I don't mean a kind that belongs to a club,
But the kind that has a club that belongs to him.
I could be the personal slave
Of someone just out of a cave.
The only man who'll ever win me
Has gotta wake up the gypsy in me,
Find me a primitive man,
Find me a primitive man.

Trouve moi un homme primitif
Trouve moi un garcon naif.
Quelqu'un tout plein de vigeur,
Ces p'tits maquereaux qu'on appelle gigolos ne
Pourraient jamais donner le vrai bonheur.
J'ai besoin d'un bel animal
Pour chauffeur mon chaffage centrale.
Et l'homme qui me veut pour capitane
Devrait reveiler mon sang tzigane,
Trouve moi un homme primitif, vif,
Trouve moi un homme primitif.

(Find me a primitive man,
Find me a forthright young lad,
Someone with vigor to spare,
Those fatuous beaux they call gigolos could never give me happiness.
I must have a gorgeous beast
To heat up my own central heat.
And he who aspires to be my stud
Must reawake my gypsy blood.
Find me a primitive man.)                ",https://www.lyricsfreak.com/c/cole+porter//c/cole+porter/find+me+a+primitive+man_21150395.html,1,0
Cole Porter,"Down In The Depths (On The Ninetieth Floor)- Ballard, Kaye Lyrics","
                    Down In The Depths""
by Cole Porter

With a million neon rainbows burning below me,
And a million blazing taxis raising a roar,
Here I sit, above the town,
In my pet-paillated gown,
Down in the depths
of the ninetieth floor.
While the crowds in all the nightclubs punish the parquet,
And the bars are packed with couples calling for more,
I'm deserted and depressed
In my regal-eagle nest,
Down in the depths
of the ninetieth floor.
When the only one you wanted wants another,
What's the use of swank and cash in the bank galore?
Why, even the janitor's wife
Has a perfectly good love life,
And here I am, facing tomorrow,
Alone in my sorrow,
Down in the depths
of the ninetieth floor                ",https://www.lyricsfreak.com/c/cole+porter//c/cole+porter/down+in+the+depths+on+the+ninetieth+floor+ballard+kaye_20191645.html,1,0
Cole Porter,"Don't Look At Me That Way, Song (from ""Paris"") Lyrics","
                    Oh, I'm so mad about a lad
It's too deep to express
And when he tries to use his eyes
They have instant success
So full of passion, these pupils are
That girls forget what their scruples are
So when he turns them on me
I murmur tenderly

I think you're great, I think you're grand
And I don't mind if you hold my hand
But don't look at me that way

Your kisses, too, are heavenly
And oh, so full of variety
But don't look at me that way

When you tell me sweetly you're mine completely
I always give a long cheer
But those sudden flashes behind your lashes
Are nobody's business, dear

Since you began to play your role
I've lost my heart and I've lost my soul
But as for losing my self-control
Don't look at me that way

I just adore your loving arms
In fact, they're two of your greatest charms
But don't look at me that way

I'm very mild, I'm very meek
My will is strong, but my won't is weak
So don't look at me that way

When that strange expression of indiscretion
Begins to show in your stare
There's a hocus-pocus about your focus
That gives me a terrible scare

I feel a thrill when you arrive
And while you're near I simply thrive
But if you want to get home alive
Don't look at me that way                ",https://www.lyricsfreak.com/c/cole+porter//c/cole+porter/dont+look+at+me+that+way+song+from+paris_21150503.html,1,0
Cole Porter,Dream Dancing Lyrics,"
                    When day is gone and night comes on
Until the dawn what do I do?
I clasp your hand and wander through slumber land
Dream dancing with you

We dance between a sky serene
And fields of green sparkling with dew
It's joy sublime whenever I spend my time
Dream dancing with you

Dream dancing
Oh, what a lucky windfall
Touching you, clutching you
All the night through

So say you love me, dear
And let me make my career
Dream dancing, dream dancing with you

When day is gone and night comes on
Until the dawn what do I do?
I clasp your hand and wander through slumber land
Dream dancing with you

We dance between a sky serene
And fields of green sparkling with dew
It's joy sublime whenever I spend my time
Dream dancing with you

Dream dancing
Oh, what a lucky windfall
Holding you, clutching you
All the night through

So say you love me, dear
And let me make my career
Dream dancing, dream dancing
With you, with you, with you                ",https://www.lyricsfreak.com/c/cole+porter//c/cole+porter/dream+dancing_21150111.html,1,0
Dumbo,When I See an Elephant Fly,"I seen a peanut stand, heard a rubber band I seen a needle that winked its eye But I be done seen about everything When I see an elephant fly (What'd you say, boy?) I said, when I see an elephant fly I seen a front porch swing, heard a diamond ring I seen a polka-dot railroad tie But I be done seen about everything When I see an elephant fly I saw a clothes horse rear up and buck And they tell me that a man made a vegetable truck I didn't see that, I only heard Just to be sociable, I'll take your word I heard a fireside chat, I saw a baseball bat And I just laughed till I thought I'd die But I be done seen about everything When I see an elephant fly But I be done seen about everything When I see an elephant fly When I see an elephant fly",http://www.disneyclips.com/lyrics/lyrics75.html,0,0
Dumbo,Pink Elephants on Parade,"Look out! Look out! Pink elephants on parade Here they come! Hippety hoppety They're here and there Pink elephants everywhere Look out! Look out! They're walking around the bed On their head Clippity cloppity Arrayed in braid Pink elephants on parade What'll I do? What'll I do? What an unusual view I can stand the sight of worms And look at microscopic germs But technicolor pachyderms Is really too much for me I am not the type to faint When things are odd or things are quaint But seeing things you know that ain't Can certainly give you an awful fright What a sight! Chase 'em away! Chase 'em away! I'm afraid, need your aid Pink elephants on parade Pink elephants... Pink elephants... Pink elephants...",http://www.disneyclips.com/lyrics/lyricsdumbo.html,0,0
Dumbo,Look Out For Mr. Stork,"Look out for Mr. Stork That persevering chap He'll come along and drop A bundle in your lap You may be poor or rich It doesn't matter which Millionaires, they get theirs Like the butcher and the baker So look out for Mr. Stork And let me tell you, friend Don't try to get away He'll find you in the end He'll spot you out in China Or he'll fly to County Cork So you better look out for Mr. Stork Look out for Mr. Stork He's got you on his list And when he comes around It's useless to resist Remember those quintuplets And the woman in the shoe Maybe he's got his eye on you",http://www.disneyclips.com/lyrics/lyricsdumbo2.html,0,0
Dumbo,Clown Song,"Oh, we're gonna hit the big boss for a raise Yes, we're gonna hit the big boss for a raise Oh, we're gonna get more money 'cause we know that we're funny We're gonna hit the big boss for a raise",http://www.disneyclips.com/lyrics/lyricsdumbo3.html,0,0
Dumbo,Casey Junior,"Casey Junior's comin' down the track Comin' down the track With a smoky stack Hear him puffin', comin' round the hill Casey's here to thrill Every Jack and Jill Every time his funny little whistle sounds (Toot toot) Everybody hurries to the circus grounds Time for lemonade and Cracker Jacks Casey Junior's back Casey Junior's back",http://www.disneyclips.com/lyrics/lyrics20.html,0,0
Dumbo,Baby Mine,"Baby mine, don't you cry Baby mine, dry your eyes Rest your head close to my heart Never to part Baby of mine Little one when you play Pay no heed to what they say Let your eyes sparkle and shine Never a tear Baby of mine If they knew all about you They'd end up loving you too All those same people who scold you What they'd give just for the right to hold you From your head down to your toes You're not much, goodness knows But you're so precious to me Sweet as can be Baby of mine",http://www.disneyclips.com/lyrics/lyrics32.html,0,0
Enchanted,Happy Working Song,"All right everyone, let's tidy things up Come my little friends As we all sing a happy little working song Merry little voices clear and strong Come and roll your sleeves up So to speak and pitch in Cleaning crud up in the kitchen As we sing along And trill a cheery tune in the tub As we scrub a stubborn mildew stain Pluck a hairball from the shower drain To the gay refrain Of a happy working song We'll keep singing without fail Otherwise we'd spoil it Hosing down the garbage pail And scrubbing up the toilet Ooh! How we all enjoy letting loose with a little La-da-dum-dum-dum While we're emptying the vacu-um It's such fun to hum A happy working song Oo-ooh A happy working song Oh, how strange a place to be Till Edward comes for me My heart is sighing Still, as long as I am here I guess a new experience Could be worth trying Hey! Keep drying! You can do a lot when you got Such a happy working tune to hum While you're sponging up the soapy scum We adore each filthy chore That we determine So friends even though you're vermin We're a happy working throng Singing as we fetch the detergent box Or the smelly shirts and the stinky socks Sing along If you cannot sing then hum along As we're finishing our happy working song! Ah... Wasn't this fun?",http://www.disneyclips.com/lyrics/lyricsenchanted2.html,0,0
Enchanted,Ever Ever After," Ever ever after Storybook endings, fairy tales coming true Deep down inside we wanna believe they still do In our secretest heart It's our favorite part of the story Let's just admit we all wanna make it to Ever ever after If we just don't get it our own way Ever ever after It may only be a wish away Start a new fashion, wear your heart on your sleeve Sometimes you reach what's realest by making believe Unafraid, unashamed There is joy to be claimed in this world You even might wind up being glad to be you Ever ever after Though the world will tell you it's not smart Ever ever after The world can be yours if you let your heart Believe in ever after No wonder your heart feels it's flying Your head feels it's spinning Each happy ending's a brand new beginning Let yourself be enchanted You just might break through To ever ever after Forever could even start today Ever ever after Maybe it's just one wish away Your ever ever after Ever ever ever after Oh, ever ever after",http://www.disneyclips.com/lyrics/lyricsenchanted5.html,0,0
Enchanted,That's How You Know,"[Giselle:] How does she know you love her? How does she know she's yours? [Man:] How does she know that you love her? [Giselle:] How do you show her you love her? [Both:] How does she know that you really, really, truly love her? How does she know that you love her? How do you show her you love her? How does she know that you really, really, truly love her? [Giselle:] It's not enough to take the one you love for granted You must remind her, or she'll be inclined to say ""How do I know he loves me?"" (How does she know that you love her?) How do you show her you love her?) ""How do I know he's mine?"" (How does she know that you really, really, truly love her?) Well, does he leave a little note to tell you you are on his mind? Send you yellow flowers when the sky is grey? Hey! He'll find a new way to show you, a little bit every day That's how you know That's how you know He's your love [Man:] You've got to show her you need her Don't treat her like a mind reader Each day do something to need her To believe you love her [Giselle:] Everybody wants to live happily ever after Everybody wants to know their true love is true How do you know he loves you? (How does she know that you love her?) (How do you show her you need her?) How do you know he's yours? (How does she know that you really, really, truly love her?) Well, does he take you out dancing just so he can hold you close? Dedicate a song with words meant Just for you? Oooh! [All:] He'll find his own way to tell you With the little things he'll do That's how you know That's how you know [Giselle:] He's your love He's your love That's how you know (la la la la la la la la) He loves you (la la la la la la la la) That's how you know (la la la la la la la la) It's true (la la la la la) Because he'll wear your favorite color Just so he can match your eyes Plan a private picnic By the fire's glow oohh! [All:] His heart will be yours forever Something everyday will show That's how you know (Repeat 12 times) [Giselle:] He's your love [Man:] That's how she knows that you love her That's how you show her you love her [Giselle:] That's how you know That's how you know He's your love",http://www.disneyclips.com/lyrics/lyricsenchanted1.html,0,0
Enchanted,True Love's Kiss,"[Giselle:] When you meet the someone who was meant for you Before two can become one there's something you must do [Rabbit:] Do you pull each other's tails? [Bird:] Do you feed each other seeds? [Giselle:] No, there is something sweeter everybody needs I've been dreaming of a true love's kiss And a prince I'm hoping comes with this That's what brings everaftering so happy And that's the reason we need lips so much For lips are the only things that touch So to spend a life of endless bliss Just find who you love through true love's kiss [Animals:] She's been dreaming of a true love's kiss And a prince she's hoping comes with this That's what brings everaftering so happy And that's the reason we need lips so much For lips are the only things that touch [Giselle:] So to spend a life of endless bliss Just find who you love through true love's kiss [Edward:] You're the fairest maid I've ever met You were made... [Giselle:] ...to finish your duet [Giselle and Edward:] And in years to come we'll reminisce [Edward:] How we came to love [Giselle:] And grow and grow love [All:] Since first we knew love through true love's kiss",http://www.disneyclips.com/lyrics/lyricsenchanted3.html,0,0
Enchanted,So Close,"You're in my arms And all the world is gone The music playing on for only two So close together And when I'm with you So close to feeling alive A life goes by Romantic dreams must die So I bid mine goodbye and never knew So close was waiting, waiting here with you And now forever I know All that I want is to hold you So close So close to reaching that famous happy end Almost believing this one's not pretend Now you're beside me and look how far we've come So far we are so close How could I face the faceless days If I should lose you now? We're so close To reaching that famous happy end And almost believing this one's not pretend Let's go on dreaming though we know we are So close So close And still so far",http://www.disneyclips.com/lyrics/lyricsenchanted4.html,0,0
Fats Waller,Someone To Watch Over Me Lyrics,"
                    There's a saying old says that love is blind
Still were often told, seek and ye shall find
So I'm going to seek a certain lad I've had in mind
Looking everywhere, haven't found him yet

Hes the big affair I cannot forget
Only man I ever think of with regret
I'd like to add his initial to my monogram
Tell me, where is the shepherd for this lost lamb?

There's a somebody I'm longing to see
I hope that he turns out to be
Someone who'll watch over me
I'm a little lamb who's lost in the wood
I know I could always be good
Someone who'll watch over me

Although he may not be the man some
Girls think of as handsome
To my heart he carries the key
Won't you tell him please to put on some speed
Follow my lead, oh, how I need
Someone to watch over me                ",https://www.lyricsfreak.com/f/fats+waller/ + /f/fats+waller/someone+to+watch+over+me_21392275.html,1,0
Fats Waller,Keepin' Out Of Mischief Now Lyrics,"
                    Keepin' out of mischief now
I really am in love and how
I'm through playin' with fire
It's you whom I desire

All the world can plainly see
You're the only one for me
I have told them in advance
They can't break up our romance
Livin' up to all my vows
'Cause I'm keepin' out mischief now

Keepin' out of mischief now
I really am in love and how
I'm through playin' with fire
It's you whom I desire

All the world can plainly see
You're the only one for me
I have told them in advance
They can't break up our romance
Livin' up to all my vows
'Cause I'm keepin' out mischief

Oh, yeah
Keepin' out of mischief
Oh, yeah
Keepin' out of mischief now                ",https://www.lyricsfreak.com/f/fats+waller/ + /f/fats+waller/keepin+out+of+mischief+now_20808295.html,1,0
Fats Waller,Let's Sing Again Lyrics,"
                    Lets sing again
Let music in your heart
But you must do your part
Let's sing again, yeah, haaa...
Rm happy when
Somebody sings to me A simple melody
Let's sing again, yes, yes
Without a song to sing
What has man to ding to
I wouldn't mean a thing, no, no, no. No Without someone
To sing to, Honey, aww
Though now and then, di di ah The world may seem so b, b,
Blue A song will see you th. Th, through Lets sing again,

Yes, yes, yes
Oh, he's got a clarineat voice
Yes, yes Uh-huh Ummm Aw, he's singing again
That's right,
C'mon, brother
Ah, this is the? Tromboons
Yeah
Ahhh
Though now and then
The world may seem so blue A song will see you through
Lets sing again, yes, yes, yes
La, La, La, La
Lets sing again Rrrrip                ",https://www.lyricsfreak.com/f/fats+waller/ + /f/fats+waller/lets+sing+again_21015674.html,1,0
Fats Waller,Little Curly Hair In A High Chair Lyrics,"
                    Little curly hair in a high chair,
What's your order for today?
Little curly hair in a high chair,
I'll do anything you say.
When you're near the room seems to brighten
The sun comes streaming through you're eyes,
You're the reason they still keep writin',
All those tender lullabies.
Hm__ There you go!
Bangin' with your blocks,
Pullin' off your socks.
Hm__ There you go!
Tryin' to make your toes,
Touch your baby nose.
Heaven's close to your chair and my chair,
When you smile the way you do.
Little curly hair in a high chair,
My day begins and ends with you                ",https://www.lyricsfreak.com/f/fats+waller/ + /f/fats+waller/little+curly+hair+in+a+high+chair_20246464.html,1,0
Fats Waller,Lonesome Road Lyrics,"
                    Look down, look down that lonesome road
Before you travel on.

Look down, look down that lonesome road
Before you travel on.
Look up, look up and greet your maker,
For Gabriel blows his horn.

Weary, totin' such a load,
Travelin' down that lonesome road,
Look down, look down that lonesome road
Before you travel on.

Weary totin', it's such a load,
Whike I'm travelin' down, travelin' down that lonesome old road,
Look down, look down that lonesome road
Before you travel on.                ",https://www.lyricsfreak.com/f/fats+waller/ + /f/fats+waller/lonesome+road_21391869.html,1,0
Fats Waller,Lookin' Good But Feelin' Bad Lyrics,"
                    How'd'ya like a mansion in Manhattan
And a cosy cottage by the sea?
How'd'ya like to dress in silk and satin?
Baby, have a little dream on me

How'd you like to mingle with the smart set
And invite the Vanderbilts to tea?
Everything on which you've got your heart set
Baby, have a little dream on me

Paris in the Spring, Miami in the Fall
Interviews and pictures in the press
What a way to speak on twenty bucks a week
Don't forget that Rockefeller started out on less

Everything we touch will turn to clover
In the magic land of what's to be
But until your baby puts it over
Baby, have a little dream on me

Yes
Well, all right then

Everything we touch will turn to clover
In the magic land of what's to be
Till your daddy puts it over, skip it
Baby, have a dream on me, yes

",https://www.lyricsfreak.com/f/fats+waller/ + /f/fats+waller/lookin+good+but+feelin+bad_21392283.html,1,0
Fats Waller,Lulu's Back In Town Lyrics,"
                    Lulu's Back In Town
Fats Waller
Al Dubin / Harry Warren

Gotta get my old tuxedo pressed, gotta sew a button on my vest,
'cause tonight I've gotta look my best, Lulu's back in town.

Gotta get a half a buck somewhere, gotta shine my shoes and slick my hair,
gotta get myself a boutonniere, Lulu's back in town.

You can tell all my pets, all my Harlem coquettes,
Mister Otis regrets, that he won't be aroun'.

You can tell the mailman not to call, I ain't comin' home until the fall
and I might not get back home at all... Lulu's back in town.

From: ""Tony Wright""                ",https://www.lyricsfreak.com/f/fats+waller/ + /f/fats+waller/lulus+back+in+town_20236590.html,1,0
Fats Waller,Smarty Lyrics,"
                    Smarty, though I'm not quite as smart as you
I can teach you a thing or two
Smarty

Smarty, don't you know you should hold me tight
Can't you tell when you're making it right
Smarty, yes!

Oo, you think you know ev'ry star up above
Hmmm, that's all you know about
Still, you're in need of a few lessons
Baby, in love, I ain't tellin' ya nothin' wrong

Smarty, can't you see if you had a heart
Ha, ha, you could learn to be twice as smart
Smarty, come here!

(Speaking: I told ya I'd tickle ya. Ha, ha, ha! Yeah, you know it all?
Smarty. Ha, ha. Yes, I mean it. Yes, I do.)

Smarty, can't you see if you had a heart
You could learn to be twice as smart
Smarty
Spoken: Ah, you tricky thing! You thought you tricked me? Ha, ha, next,
Next...                ",https://www.lyricsfreak.com/f/fats+waller/ + /f/fats+waller/smarty_20913959.html,1,0
Fats Waller,Solitude Lyrics,"
                    In my solitude
You haunt me
With dreadful ease
Of days gone by

In my solitude
You taunt me
With memories
That never die

I sit in my chair
And filled with despair
There's no one could be so sad
With gloom everywhere
I sit and I stare
I know that I'll soon go mad

In my solitude
I'm afraid
Dear Lord above
Send back my love
I sit in my chair

Filled with despair
There's no one, no one
No onecould be so sad
With gloom everywhere
I sit and I stare
I know that I'll soon go mad

In my solitude
I'm afraid
Dear Lord above
Send back my love
",https://www.lyricsfreak.com/f/fats+waller/ + /f/fats+waller/solitude_21392909.html,1,0
Fats Waller,It's A Sin To Tell A Lie Lyrics,"
                    It's A Sin To Tell A Lie
The Ink Spots
Written by Billy Mayhew

Charted in 1935 at # 1 by Fats Waller and # 5 by Victor Young
Charted at # 7 in 1955 by Somethin' Smith and the Redheads
Charted at # 99 in 1964 by Tony Bennett

Be sure it's true when you say ""I love you""
It's a sin to tell a lie
Millions of heart have been broken
Just because these words were spoken

I love you, yes I do, I love you
If you break my heart I'll die
So be sure it's true when you say ""I love you""
It's a sin to tell a lie

Monologue: Now, ya better be sure that it's true when you say ""I LUV ya.""
Honey chile, don'tcha know it's a sin to tell a lie? Whole lotta hearts have been
Broken. Ya know why they were broken? Just for these foolish little words that
Were spoken. Ya know what they were? ""I LUV ya, I LUV ya."" Darlin', ya know
Doggone well I love ya and if ya break my heart I've got to die. So ya better be
Sure that it's true when you come runnin' up here sayin' ""I LUV ya"" 'cause it's a sin
To tell a lie.

I love you, yes I do, I love you
If you break my heart I'll die
So be sure it's true when you say ""I love you""
It's a sin to tell a lie                ",https://www.lyricsfreak.com/f/fats+waller/ + /f/fats+waller/its+a+sin+to+tell+a+lie_20323539.html,1,0
Fats Waller,Two Sleepy People Lyrics,"
                    Here we are
Out of cigarettes
Holding hands and yawning
Look how late it gets
Two sleepy people by dawn's early light
And too much in love to say goodnight

Here we are
In the cozy chair
Picking on a wishbone
From the Frigidaire
Two sleepy people with nothing to say
And too much in love to break away

Do you remember
The nights we used to linger in the hall?
Father didn't like you at all
Do you remember
The reason why we married in the fall?
To rent this little nest
And get a bit of rest

Well, here we are
Just about the same
Foggy little fella
Drowsy little dame
Two sleepy people by dawn's early light
And too much in love to say goodnight                ",https://www.lyricsfreak.com/f/fats+waller/ + /f/fats+waller/two+sleepy+people_20330769.html,1,0
Fats Waller,Take It Easy Lyrics,"
                    Take it easy, be a sport
Just remeber life is short
If you've got to take it
Take it easy
Never hurry to a date
Eat your supper; let 'em wait
Don't get indegestion
Take it easy
Go stick your chest out
And rest out
Of doors in the sun
Lay off
You'll pay off
In plenty of fun
So don't be one to tear your hair
If your girl gives you the air
If she makes you take it,
Take it easy!
----Fats Waller                ",https://www.lyricsfreak.com/f/fats+waller/ + /f/fats+waller/take+it+easy_20318266.html,1,0
Fats Waller,That Old Feeling Lyrics,"
                    Last night I started out happy
Last night my heart was so gay
Last night I found myself dancing
In my favorite cabaret
You were completely forgotten
Just an affair of the past
Then suddenly something happened to me
And I found my heart beating, oh, so fast

I saw you last night and got that old feeling
When you came in sight I got that old feeling
The moment that you danced by I felt a thrill
And when you caught my eye my heart stood still
Once again I seemed to feel that old yearning
And I knew the spark of love was still burning
There'll be no new romance for me, it's foolish to start
For that old feeling, is still in my heart

I saw you last night and got that old feeling
When you came in sight I got that old feeling
The moment that you danced by I felt a thrill
And when you caught my eye my heart stood still
Once again I seemed to feel that old yearning
And I knew the spark of love was still burning
There'll be no new romance for me, it's foolish to start
For that old feeling, is still in my heart                ",https://www.lyricsfreak.com/f/fats+waller/ + /f/fats+waller/that+old+feeling_21391871.html,1,0
