song_writer,song_name,lyrics,song_link,american_songbook,disney_renaissance
Jerome Kern,Make Believe Lyrics,"
                    Perfromed by Tony Martin and Kathryn Grayson) 

 Verse 1 

 The game of ""just supposing"" is the sweetest game I know, 
 Our dreams are more romantic than the world we see. 
 And if the things we dream about don't happen to be so, 
 That's just an unimportant technicality. 

 Refrain: 

 We could make believe I love you, 
 Only make believe that you love me. 
 Others find peace of mind in pretending; 

 Couldn't you?  Couldn't I?  Couldn't we 
 Make believe our lips are blending 
 In a phantom kiss or two, or three? 
 Might as well make believe I love you, 
 For to tell the truth, I do. 

 Verse 2 

 Your pardon I pray, 'twas too much to say, 
 The words that betray my heart. 
 We only pretend, 
 You do not offend, 
 In playing a lover's part. 

 Repeat Refrain                ",https://www.lyricsfreak.com/j/jerome+kern/ + /j/jerome+kern/make+believe_20255095.html,1,0
Jerome Kern,Smoke Gets In Your Eyes Lyrics,"
                    They asked me how I knew my true love was true,
I of course replied, something here inside cannot be denied.
They said someday you'll find all who love are blind,
When your heart's on fire, you must realize,
Smoke gets in your eyes.
So I chaffed and then I gaily laughed,
To think that they could doubt my love,
Yet today, my love has flown away,
I am without my love.
Now laughing friends deride tears I cannot hide,
So I smile and say when a lovely flame dies,
Smoke gets in your eyes                ",https://www.lyricsfreak.com/j/jerome+kern/ + /j/jerome+kern/smoke+gets+in+your+eyes_20255184.html,1,0
Jerome Kern,Ol' Man River Lyrics,"
                    Performed by Frank Sinatra)

Here we all work 'long the Mississippi
Here we all work while the white folk play
Pullin' them boats from the dawn till sunset
Gettin' no rest till the judgment day

Don't look up and don't look down
Ya don't dast make the white boss frown
Bend your knees and bow your head
And pull that rope until you're dead

Let me go 'way from the Mississippi
Let me go 'way from the white man boss
Show me that stream called the River Jordan
That's the old stream that I long to cross
Ol' Man River, that Ol' Man River
He must know somepin', but he don't say nothin'
He just keeps rollin', he keeps on rollin' along

He don't plant taters, and he don't plant cotton
And them what plants 'em is soon forgotten
But Ol' Man River, jest keeps rollin' along

You and me, we sweat and strain
Bodies all achin' and wracked with pain
Tote that barge and lift that bale
Ya get a little drunk and ya lands    in ja-ail

I gets weary and so sick of tryin'
I'm tired of livin', but I'm feared of dyin'
And Ol' Man River, he just keeps rollin' along
<Final                ",https://www.lyricsfreak.com/j/jerome+kern/ + /j/jerome+kern/ol+man+river_20239745.html,1,0
Johnny Mercer,School Days Lyrics,"
                    Nothing to do, Nellie Darling 
Nothing to do you say 
Let's take a trip on memory's ship 
Back to the bygone days 
Sail to the old village school house 
Anchor outside the school door 
Look in and see, there's you and there's me 
A couple of kids once more 

School days, school days 
Dear old golden rule days 
Readin' and 'ritin' and 'rithmetic 
Taught to the tune of the hickory stick 
You were my queen in calico 
I was your bashful barefoot beau 
And you wrote on my slate, ""I love you, Joe"" 
When we were a couple of kids 

'Member the hill, Nellie Darling 
And the oak tree that grew on its brow 
They've built forty storeys upon that old hill 
And the oak's an old chestnut now 
'Member the meadows so green, dear 
So fragrant with clover and maize 
Into new city lots and preferred bus'ness plots 
They've cut them up since those days 

School days, school days 
Dear old golden rule days 
Readin' and 'ritin' and 'rithmetic 
Taught to the tune of the hickory stick 
You were my queen in calico 
I was your bashful barefoot beau 
And you wrote on my slate, ""I love you, Joe"" 
When we were a couple of kids                ",https://www.lyricsfreak.com/j/johnny+mercer/ + /j/johnny+mercer/school+days_21195419.html,1,0
Johnny Mercer,It Ain't Necessarily So Lyrics,"
                    It ain't necessarily so
It ain't necessarily so
De things dat yo' liable to read in de Bible
It ain't necessarily so

Li'l David was small but oh my
Li'l David was small but oh my
He fought big Goliath who lay down and dieth
Li'l David was small but oh my

Oh Jonah he lived in de whale
Oh Jonah he lived in de whale
For he made his home in dat fish's abdomen
Oh Jonah he lived in de whale

Li'l Moses was found in a stream
Li'l Moses was found in a stream
He floated on water 'til ole Pharaoh's daughter
She fished him she says from that stream

It ain't necessarily so
It ain't necessarily so
Dey tell all you chillun de debble's a villain
But 'taint necessarily so

To get into Hebben don' snap for a sebben
Live clean, don' have no fault
Oh I takes dat gospel whenever it's pos'ble
But wid a grain of salt

Methus'lah lived nine hundred years
Methus'lah lived nine hundred years
But who calls dat livin' when no gal'll give in
To no man what's nine hundred years

I'm preachin' dis sermon to show
It ain't nessa, ain't nessa
Ain't nessa, ain't nessa
It ain't necessarily so                ",https://www.lyricsfreak.com/j/johnny+mercer/ + /j/johnny+mercer/it+aint+necessarily+so_21193495.html,1,0
Johnny Mercer,Ugly Chile Lyrics,"
                    You're so pretty, Oh! so pretty
You're some pretty doll
You've got the kind of eyes that seem to talk
They make me get so nervous that I have to walk
Oh! I love you, how I love you,
More and more each day
You've got some smile, you're pretty too
Ive got a million dollars that I'll spend on you
'Cause you're so pretty, oh! o pretty,
You're some pretty doll.

Now that's the way my folks would always sing to me
When I was just a blossom on my family tree
But when I got around to datin' my first chick
This is what she said, an' did she spread it thick

Hey! You're ugly, oh! so ugly
You're some ugly chile
The clothes you wear are not in style
You look like an ape every time you smile
How I hate you, you alligator bait, you
Why don't you lay down and die
How I hate you, you alligator bait, you
An' here's the reason why

You're knock kneed, pigeon toed, box ankled
You're big foot, barefoot slue footed too
How'd they ever get a pair of shoes on you
Your short and squatty, just nobody
You're some Ugly Chile
What a joke on your family when along comes you,
You're dippy,dappy, hey! slap happy
You're some Ugly Chile!                ",https://www.lyricsfreak.com/j/johnny+mercer/ + /j/johnny+mercer/ugly+chile_21193861.html,1,0
Johnny Mercer,Why Should I Cry Over You? Lyrics,"
                    I don't know why I should
Cry over you
Sigh
Over you.
Even be blue

I should have known that you'd leave me alone
And break my heart in two
Although you have left me alone to pine
And all my love was a [big fat] waste of time
Someday your heart will be broken like mine
So why should I cry over you
So why should I cry over you

You broke my heart, you took it apart
So pack up your bags and beat it
Why should I cry over you?                ",https://www.lyricsfreak.com/j/johnny+mercer/ + /j/johnny+mercer/why+should+i+cry+over+you_21195421.html,1,0
Johnny Mercer,Winter Wonderland Lyrics,"
                    I really can't stay
But, baby, it's cold outside
I got to go way
But. Baby, it's cold outside
This evening's has been
Been hoping that you'd drop in
So very nice
I'll hold your hands, they're just like ice
My mother will start to worry
Beautiful, what's your hurry
And father will be pacing the floor
Listen to the fireplace roar
So I'd  better scurry
Beautiful, please don't hurry
Maybe just a half a drink more
Put some records on while I pour
The neighbors might think
Baby, it's bad out there
Say, what's in this drink
No cabs to be had out there
I wish I knew how
Your eyes are like starlight now
To break the spell
I'll take your hand, your hair looks swell
I ought to say no, no, no, sir
Mind if I move in closer
At least I'm gonna say that I tried
What's the sense of hurting my pride
I really can't stay
Baby don't hold out
Ahh, but it's cold outside

I simply must go
But, baby, it's cold outside
The answer is no
But, baby, it's cold outside
This welcome has been
How lucky that you dropped in
So nice and warm
Look out the window at that storm
My sister will be suspicious
Gosh, your lips look delicious
My brother will be there at the door
Waves upon a tropical shore
My maiden aunt's mind is visious
Eww, your lips are delicious
Well maybe just a cigarette more
Never such a blizzard before
I've got to get home
But, baby, you'll freeze out there
See ya, say, lend me a comb
It's up to your knees out there
You've really been grand
I thrill when you touch my hand
But don't you see
How can you do this thi                ",https://www.lyricsfreak.com/j/johnny+mercer/ + /j/johnny+mercer/winter+wonderland_20345888.html,1,0
Johnny Mercer,You Must Have Been A Beautiful Baby Lyrics,"
                    You must have been a beautiful baby, 
you must have been a wonderful child
When you were only startin' 
to go to kindergarten 
I bet you drove the little boys wild! 

An' when it came to winning blue ribbons, 
you must have shown the other kids how 
I can see the judge's eyes as they handed you the prize 
I bet you made the cutest bow! 

Oh!, You must have been a beautiful baby, 
'cause baby look at you now 

Does your dad appreciate 
that you are merely great? 
Does your mother realize 
you're such a treat for the eyes? 

You must have been a beautiful baby, 
you must have been a wonderful child 
When you were only startin' 
to go to kindergarten 
I bet you drove the little boys wild! 

An' when it came to winning blue ribbons, 
you must have shown the other kids how 
I can see the judge's eyes as they handed you the prize 
I bet you made the cutest bow! 

Oh!, You must have been a beautiful baby, 
'cause baby look at you now (she's a cutie!) 
baby look at you now                ",https://www.lyricsfreak.com/j/johnny+mercer/ + /j/johnny+mercer/you+must+have+been+a+beautiful+baby_21193691.html,1,0
Johnny Mercer,You've Got Me Where You Want Me Lyrics,"
                    You've got me where you want me
And I hope you're satisfied
You've got me where you want me
And you hardly even tried
One single look was all I took
And then, starry-eyed
I watched my poor old heart
Go on that roller-coaster ride
I say I won't surrender
But I know darn well I will
My hopes are pretty slender
And my chances almost nil
Why should I try to alibi
Anyone can see
You've got me where you want me
And it's where I wanna be

You've got me where you want me
And I hope you're satisfied
You've got me where you want me
And you never even tried
A single look was all it took
And then, starry-eyed
I watched my poor heart
Go on that roller-coaster ride
I say I won't surrender
But I know darn well you will
My hopes are pretty slender
And my chances almost nil
Why should I try to alibi
When anyone can see
You've got me where you want me
You've got me where you want me
And it's where I wanna be
And it's where I wanna be
And it's where I wanna be                ",https://www.lyricsfreak.com/j/johnny+mercer/ + /j/johnny+mercer/youve+got+me+where+you+want+me_21193859.html,1,0
Johnny Mercer,Zip-A-Dee-Doo-Dah Lyrics,"
                    Johnny Mercer
With Paul Weston and the Pied Pipers
Winter Wonderland
""Now for a little change in pace we've sent Johnny Mercer up to the bandstand to join Paul Weston and the Pied Pipers in the nostalgic song of Christmas time, Winter Wonderland.""
Sleigh bells ring.
Are you listening?
In the lane,
Snow is glistening.
A beautiful sight.
We're happy tonight
Walking in a winter wonderland.
Gone away is the bluebird;
Here to stay is a new bird.
He sings a love song
As we go along
Walking in a winter wonderland
In the meadow we can build a snowman
Then pretend that he is Parson Brown
He'll say, ""Are you married?""
We'll say, ""No man.""
But you can do the job when you're in town
Later on, we'll conspire
As we dream
By the fire
To face unafraid
The plans that we've made
Walking in a winter wonderland
We'll pretend our snowman's parson brown
He'll say, ""Are you married?""
We'll say, ""No man.""
But you can do the job
When you're in town.Ooh ooh!
Later on, we'll conspire
As we dream
By the fire
To face unafraid
The plans that we've made
Walking in a winter wonderland.                ",https://www.lyricsfreak.com/j/johnny+mercer/ + /j/johnny+mercer/zip+a+dee+doo+dah_20356222.html,1,0
Johnny Mercer,I'm Old Fashioned Lyrics,"
                    I am not such a clever one about the latest fads
I admit I was never one adored by local lads
Not that I ever tried to be a saint
I'm the type that they classify as quaint

I'm old fashioned, I love the moonlight
I love the old fashioned things
The sound of rain upon a window pane
The starry song that April sings
This years fancies are passing fancies
But sighing sighs, holding hands
These my heart understands

I'm old fashioned but I don't mind it
That's how I want to be
As long as you agree
To stay old fashioned with me.

I'm old fashioned but I don't mind it
That's how I want to be
As long as you agree
To stay old fashioned with me.                ",https://www.lyricsfreak.com/j/johnny+mercer/ + /j/johnny+mercer/im+old+fashioned_21193679.html,1,0
Johnny Mercer,I Wanna Be Around Lyrics,"
                    I wanna be around to pick up the pieces
When somebody breaks your heart
Some somebody twice as smart as I

A somebody who will swear to be true
As you used to do with me
Who'll leave you to learn
That mis'ry loves company, wait and see

I mean, I wanna be around to see how he does it
When he breaks your heart to bits
Let's see if the puzzle fits so fine

And that's when I'll discover that revenge is sweet
As I sit there applaudin' from a front-row seat
When somebody breaks your heart
Like you, like you broke mine                ",https://www.lyricsfreak.com/j/johnny+mercer/ + /j/johnny+mercer/i+wanna+be+around_21193709.html,1,0
Johnny Mercer,I Thought About You Lyrics,"
                    Seems that I read, or somebody said
That out of sight is out of mind
Maybe that's so but I tried to go
And leave you behind, what did I find

I took a trip on the train
And I thought about you,
I passed a shadowy lane
And I thought about you,

Two or three cars parked under the stars
A winding stream
Moon shining down on some little town
And with each beam, same old dream

At every stop that we made
Oh, I thought about you
But when I pulled down the shade
Then I really felt blue,

I peeked through the crack
And looked at the track
The one going back to you
And what did I do
I thought about you                ",https://www.lyricsfreak.com/j/johnny+mercer/ + /j/johnny+mercer/i+thought+about+you_21193681.html,1,0
Johnny Mercer,I Remember You Lyrics,"
                    I remember you-ooh
You're the one who made my dreams come true
A few kisses ago

I remember you-ooh
You're the one who said ""I love you, too""
Yes, I do, didn'tcha know?

I remember, too, a distant bell and stars that fell
Like the rain out of the blue-ooh-ooh-ooh-hoo-hoo-hoo

When my life is through
And the angels ask me to recall
The thrill of it all
Then I will tell them I remember you-ooh

I remember, too, a distant bell and stars that fell
Just like the rain out of the blue-ooh-ooh-ooh-hoo-hoo-hoo

When my life is through
And the angels ask me to recall
The thrill of it all
Then I will tell them I remember, tell them I remember
Tell them I remember you                ",https://www.lyricsfreak.com/j/johnny+mercer/ + /j/johnny+mercer/i+remember+you_21193697.html,1,0
Johnny Mercer,I May Be Wrong Lyrics,"
                    I may be wrong but I think you're wonderful
I may be wrong but I think you're swell
I like your style say, I think it's marvellous
I'm always wrong so how can I tell
Deuces to me are all aces
Life is to me just a bore
Faces are all open spaces
You might be John Barrymore
You came along say I think you're wonderful
I think you're grand but I may be wrong

I may be wrong but I think you're wonderful
I may be wrong but I think you're swell
I like your style say, I really think it's marvellous
I'm always wrong so how can I tell
Deuces to me are all aces
Life is to me just a bore
Faces are all open spaces
You might be John Barrymore
You came along say I think you're wonderful
I think you're grand but I may be wrong

You said that Edison would never make that light
You laughed at Mr. Franklin with his key and kite
The point of the song is I'm always wrong
But with you baby I'm oh so right.                ",https://www.lyricsfreak.com/j/johnny+mercer/ + /j/johnny+mercer/i+may+be+wrong_21195415.html,1,0
Johnny Mercer,Too Marvelous For Words Lyrics,"
                    You're just too marvelous
Too marvelous for words
Like glorious, glamorous
And that old standby amorous

It's all too wonderful
I'll never find the words
That say enough, tell enough
I mean they just aren't swell enough

You're much too much, and just too very, very
To ever be in Webster's Dictionary
And so I'm borrowing a love song from the birds
To tell you that you're marvelous, too marvelous for words

Yes you're much too much, and just too very very
To ever be in Webster's Dictionary
And so I'm borrowing a love song from the birds
To tell you that you're marvelous, too marvelous for words                ",https://www.lyricsfreak.com/j/johnny+mercer/ + /j/johnny+mercer/too+marvelous+for+words_20802941.html,1,0
Johnny Mercer,I Lost My Sugar In Salt Lake City Lyrics,"
                    I lost my sugar in Salt Lake City 
Oh, why did I go there 
I should have stayed down in New Orleans 
And never gone nowhere 

A girl with sweet talk from Kansas City 
Her words were sweet like wine 
She bought him diamonds and limousines 
She stole that man o' mine 

When night comes a-creepin' 
For me there's no sleeping 
What she sews, she'll be reapin' 
'Cause she done me wrong

I cried my heart out in Salt Lake City 
The day I heard the news 
He left me deep in my solitude 
With a Salt Lake City blues

With a Salt Lake City blues                ",https://www.lyricsfreak.com/j/johnny+mercer/ + /j/johnny+mercer/i+lost+my+sugar+in+salt+lake+city_21195061.html,1,0
Johnny Mercer,Hooray For Hollywood Lyrics,"
                    Hooray for Hollywood
That screwy ballyhooey Hollywood
Where any office boy or young mechanic can be a panic
With just a good looking pan
And any barmaid can be a star maid
If she dances with or without a fan

Hooray for Hollywood,
Where you're terrific if you're even good
Where anyone at all from Shirley Temple to Aimee Semple
Is equally understood
Go out and try your luck, you might be Donald Duck
Hooray for Hollywood

Hooray for Hollywood
That phoney super-Coney Hollywood
They come from Chillicothes and Paducas with their bazookas
To get their names up in lights
All armed with photos from local rotos
With their hair in ribbon and legs in tights

Hooray for Hollywood
You may be homely in your neighbourhood
But if you think that you can be an actor, see Mr. Factor
He'll make a monkey look good
Within a half an hour you'll look like Tyrone Power
Hooray for Hollywood

Hooray for Hollywood                ",https://www.lyricsfreak.com/j/johnny+mercer/ + /j/johnny+mercer/hooray+for+hollywood_21193701.html,1,0
Johnny Mercer,Goofus Lyrics,"
                    I was born on a farm out in Ioway
A flaming youth who was bound that he'd fly away
I packed my grip and I grabbed my saxophone
Can't read notes, but I play anything by ear
I made up tunes on the sounds that I used to hear
When I'd start to play folks used to say
""Sounds a little Goofus to me""

Cornfed chords appeal to me, I like rustic harmony
Hold that note and change the key, that's called ""Goofus""
Not according to the rules that you learn at music schools
But the folks just dance like fools, they go ""Goofus""

Got a job but I just couldn't keep it long
The leader said that I played all the music wrong
So I stepped out with an outfit of my own
Got together a new kind of orchestree
And we all played just the same ""Goofus"" harmony
And I must admit we made a hit
",https://www.lyricsfreak.com/j/johnny+mercer/ + /j/johnny+mercer/goofus_21193863.html,1,0
Johnny Mercer,Goody Goody Lyrics,"
                    Good thing, got yourself a good thing
It's a good thing
It's a good thing, got yourself a good thing
I won't let you go

So you met someone
Who set you back on your heels
Goody goody
So you met someone
And now you know how it feels

Goody goody
So you gave him your heart too
Just as I gave mine to you
And he broke it in little pieces
Now how do you do?

So you lie awake
Just singin' the blues all night
Goody goody
So you think that love's
A barrel of dynamite

Hooray and Hallelujah
You had it comin' to ya
Goody goody for him
Goody goody for me
And I hope you're satisfied
You rascal you

Good thing, got yourself a good thing
It's a good thing, got yourself a good thing
I won't let you go

So you met someone
Who set you back on your heels
Goody goody
So you met somebody
And now you know how it feels

Goody goody
So you gave him your heart too
Just as I gave mine to you
And he stuck it in his collection
Section 92

So you lie awake
Just singin' the blues all night
So you think that
Love's a barrel of dynamite
Hooray and Hallelujah

You had it comin' to ya
Goody goody for him
Goody goody for me
And I hope you're satisfied
You rascal you                ",https://www.lyricsfreak.com/j/johnny+mercer/ + /j/johnny+mercer/goody+goody_20834186.html,1,0
Johnny Mercer,"Gee Baby, Ain't I Good To You Lyrics","
                    What makes me treat you the way I do 
Gee, Baby ain't I good to you 
There's nothing in the world 
Too good for a girl that's good and true 
Gee, Baby ain't I good to you 
Bought you a fur coat for Christmas 
A diamond ring 
A big Cadillac car 
And everything 
It's love that makes me treat you the way I do 
Gee, Baby ain't I good to you 

What makes me treat you the way I do 
Gee, Baby ain't I good to you 
There's nothing in the world 
Too good for a guy that's good and true 
Gee, Baby ain't I good to you 
Fur coat for Christmas 
A diamond ring 
A big Cadillac car 
And everything 
There's nothing in the world that I wouldn't do 
Gee, Baby ain't I good to you 
What makes me treat you the way I do 
Gee, Baby ain't I good to you 
There's nothing in the world 
Too good for a girl that's good and true 
Gee, Baby ain't I good to you 
Fur coat for Christmas 
A diamond ring 
Big Cadillac car 
and everything 
It's love that makes me treat you the way that I do 
Gee, Baby ain't I good to you 
Gee, Baby ain't I good to you                ",https://www.lyricsfreak.com/j/johnny+mercer/ + /j/johnny+mercer/gee+baby+aint+i+good+to+you_21193049.html,1,0
Johnny Mercer,G.I. Jive Lyrics,"
                    Met a gal in calico, down in Santa Fe;
Used to be her Sunday beau til I rode away.
Do I want her, do I want her love?
Yes siree!
Will I win her, Will I win her love?
Wait and see!
Workin with a rodeo, go from town to town.
See most evry kind a gal, evry kind a gown.
But who made my heart sing
Yippee Yi! Yippee Yo!
My little gal in calico.
Take my gal in calico, down in Santa Fe;
Guess I'd better let her know that I feel this way.
Is she waitin, is she waitin?
She better be.
Am I hopin to be ropin her?
Yes siree!
Gonna quit the rodeo, gonna settle down,
Buy a bolt of calico for a weddin gown.
Then will I fence her in
Yippee Yi! Yippee Yo!
My little gal in calico.                ",https://www.lyricsfreak.com/j/johnny+mercer/ + /j/johnny+mercer/gi+jive_20205146.html,1,0
Johnny Mercer,Fools Rush In Lyrics,"
                    ""Romance is a game for fools""
I used to say
A game I thought I'd never play
""Romance is a game for fools""
I said and grinned
Then you passed by
And here am I
Throwing caution to the wind

Fools rush in where angels fear to tread
And so I come to you, my love, my heart above my head.
Though I see the danger there
If there's a chance for me, then I don't care

Mm-mm-mm-mm
Fools rush in where wise men never go
But wise men never fall in love, so how are they to know?
When we met, I felt my life begin
So open up your heart and let this fool rush in

Fools rush in where wise men never, never, never go
Eh, but wise men never fall in love, so how are they to know?
Ahh, when we met, girl, I felt my life begin
So open up your heart and let this fool rush in

Just open up your heart and let this fool rush on in
Just open up your heart because I-I-I-I-I-I-I am coming in
Open up your heart and let this fool rush in!                ",https://www.lyricsfreak.com/j/johnny+mercer/ + /j/johnny+mercer/fools+rush+in_21193695.html,1,0
Johnny Mercer,Emily Lyrics,"
                    Emily, Emily, Emily
Has the murmuring sound of may
All silver bells, coral shells, carousels
And the laughter of children at play

Say Emily, Emily, Emily
And we fade to a marvelous view
Two lovers alone and out of sight
Seeing images in the firelight
As my eyes visualize a family
They see Emily, Emily

(and we fade to a marvelous view)
Two lovers alone and out of sight
Seeing images in the firelight
As my eyes visualize a family
They see Emily, Emily
Too
",https://www.lyricsfreak.com/j/johnny+mercer/ + /j/johnny+mercer/emily_21193757.html,1,0
Johnny Mercer,Dream Lyrics,"
                    Dream
When you're feelin' blue
Dream
That's the thing to do
Just watch the smoke rings rise in the air
You'll find your share of memories there
So dream
When the day is through
Dream
And they might come true
Things never are as bad as they seem
So dream, dream, dream
",https://www.lyricsfreak.com/j/johnny+mercer/ + /j/johnny+mercer/dream_21196223.html,1,0
Johnny Mercer,Dearly Beloved Lyrics,"
                    Tell me that it's true, Tell me you agree,
I was meant for you, You were meant for me.

Dearly beloved, how clearly I see,
Somewhere in Heaven you were fashioned for me,
Angel eyes knew you, angel voices led me to you;
Nothing could save me, fate gave me a sign;
I know that I'll be yours come shower or shine;
So I say merely, dearly beloved be mine.                ",https://www.lyricsfreak.com/j/johnny+mercer/ + /j/johnny+mercer/dearly+beloved_21193699.html,1,0
Johnny Mercer,Days Of Wine And Roses Lyrics,"
                    The days of wine and roses
Smile and run away like a child at play
Through a meadow land toward a closing door
A door marked 'Nevermore' that wasn't there before

The lonely night discloses
Just a passing breeze filled with memories
Of the golden smile that introduced me to
The days of wine and roses and you

The lonely night discloses
Just a passing breeze filled with memories
Of the golden laugh that introduced me to
The days of wine and roses and you                ",https://www.lyricsfreak.com/j/johnny+mercer/ + /j/johnny+mercer/days+of+wine+and+roses_21193711.html,1,0
Johnny Mercer,Crazy Rhythm Lyrics,"
                    Crazy rhythm, here's the doorway,
I'll go my way, you'll go your way,
Crazy rhythm, from now on we're through!

Here is where we have a showdown,
I'm too high hat, you're too lowdown,
Crazy rhythm, here's goodbye to you!

They say that when a highbrow meets a lowbrow
Walking along Broadway,
Soon the highbrow, he has no brow;
Ain't it a shame, and you're to blame!

What's the use of prohibition?
You produce the same condition,
Crazy rhythm, I've gone crazy too!                ",https://www.lyricsfreak.com/j/johnny+mercer/ + /j/johnny+mercer/crazy+rhythm_21193053.html,1,0
Johnny Mercer,Hooray For Love Lyrics,"
                    It's the wonder of the world,
It's a rocket to the moon;
It gets you high, it gets you low,
But once you get that glow!

Here's to my best romance,
Here's to my worst romance,
Here's to my first romance,
Ages ago!

Here's to the boys I've kissed,
And to complete the list,
Here's to the boys who said,
""No!"".

Love, love, hooray for love!
Who was ever too proud, say, for love?
Make this a night for love,
If we have to fight, let's fight for love!

Some sigh and cry for love,
Ah, but in Paree they die for love!
Some waste away for love;
Just the same, hooray for love!

It's a rocket to yhe moon,
With a touch of ""Clare De Lune""!
It gets you high, it gets you low,
But once you get that glow, oh!

Some trust to fate for love,
Others have to take off weight for love!
Some go berserk for love,
Lovers even go to work for love!

Sad songs are sobbed for love,
People have their noses bobbed for love!
some say we pay for love,
Just the same, hooray for love!                ",https://www.lyricsfreak.com/j/johnny+mercer/ + /j/johnny+mercer/hooray+for+love_21193203.html,1,0
Johnny Mercer,The Girl Friend Of The Whirling Dervish Lyrics,"
                    One fine day, I chanced to stray
On a little side street in old Bombay
And met a sentimental oriental
She saw me and I saw she
Had a manner too bold and much too free
Her eyes were positively detrimental
When I asked about this gay coquette
I discovered much to my regret

She's the girl friend of the whirling dervish
She's the sweetest one he's found
But ev'ry night, in the mellow moonlight
When he's out dervishing with all his might
She gives him the run-around

All the boy friends of the whirling dervish
Are his best friends to his face
But there's no doubt, when he isn't about
They all come hurrying to take her out
She leads him a dizzy pace

He dreams of a Hindu honeymoon
He doesn't dream that ev'ry night when he goes out
To make an honest rupee
She steps out to make a lotta whoopee

Oh, the love song of the whirling dervish
Has a sweet and tender sound
But will he burn if he ever should learn
That while he's doing her a real good turn
She gives him the runaround

She's got a nervish, throwin' him a curvish
Which, of course, he doesn't deservish
Poor old whirling dervish!                ",https://www.lyricsfreak.com/j/johnny+mercer/ + /j/johnny+mercer/the+girl+friend+of+the+whirling+dervish_21193685.html,1,0
Johnny Mercer,"In The Cool, Cool, Cool Of The Evening Lyrics","
                    Sue wants a barbecue,
Sam wants to boil a ham,
Grace votes for Bouillabaisse stew.
Jake wants a weeny bake,
Steak and a layer cake,
He'll get a tummy ache too.
We'll rent a tent or tepee.
Let the town crier cry.
And if it's RSVP
This is what I'll reply:

In the cool, cool, cool of the evening
Tell 'em I'll be there
In the cool, cool, cool of the evening
Better save a chair
When the party's gettin' a glow on
And singin' fills the air
In the shank of the night
When the doin's are right
You can tell 'em I'll be there

""Whee"" said the bumblebee,""
""Let's have a jubilee""
""When?"" said the prairie hen, ""Soon?""
""Shore"" said the dinosaur.
""Where?"" said the grizzly bear,
""Under the light of the moon?""
""How `bout ya, brother jackass?""
Ev'ryone gaily cried,
""You comin' to the fracas?""
Over his specs he sighed:

In the cool, cool, cool of the evening
Tell 'em I'll be there
In the cool, cool, cool of the evening
Slickum on my hair.
When the party's gettin' a glow on
And singin' fills the air
If I ain't in the clink,
And there's sumpin' to drink,
You can tell 'em I'll be there                ",https://www.lyricsfreak.com/j/johnny+mercer/ + /j/johnny+mercer/in+the+cool+cool+cool+of+the+evening_21193705.html,1,0
Johnny Mercer,Indiana Lyrics,"
                    Back home again in Indiana,
And it seems that I can see
The gleamin' candlelight,
Atill shinin' bright,
Through the sycamores for me.

The new mown hay sends all its fragrance
From the fields I used to roam.
When I dream about the moonlight on the Wabash,
Then I long for my Indiana home.

Oh, I have always been a wanderer
Over land and sea,
Yet a moonbeam on the water
Casts a spell o'er me;
A vision fair I see,
Again I long to be;

Back home again in Indiana,
And it seems that I can see
The gleamin' candlelight,
Atill shinin' bright,
Through the sycamores for me.

The new mown hay sends all its fragrance
From the fields I used to roam.
When I dream about the moonlight on the Wabash,
Then I long for my Indiana home,
Indiana home.                ",https://www.lyricsfreak.com/j/johnny+mercer/ + /j/johnny+mercer/indiana_21195417.html,1,0
Johnny Mercer,Summer Wind Lyrics,"
                    The summer wind came blowing in from across the sea
It lingered there to touch your hair and walk with me
All summer long, we sang a song
And then we strolled that golden sand
Two sweethearts and the summer wind

Like painted kites, those days and nights they went flying by
The world was new, beneath a blue umbrella sky
Then softer than a piper man, one day it called to you
I lost you, I lost you to the summer wind

The autumn wind and the winter winds, they have come and gone
And still the days, those lonely days they go on and on
And guess who sighs his lullabies, through nights that never end
My fick-le friend, the summer wind

The summer wind
One summer wind
Summer wind                ",https://www.lyricsfreak.com/j/johnny+mercer/ + /j/johnny+mercer/summer+wind_20802704.html,1,0
